id	gocat	goterm	goid
slr1784	B	metabolic process	GO:0008152
slr1784	B	oxidation reduction	GO:0055114
slr1784	M	binding	GO:0005488
slr1784	M	catalytic activity	GO:0003824
slr1784	M	oxidoreductase activity	GO:0016491
slr1791	B	cysteine biosynthetic process	GO:0019344
slr1791	B	metabolic process	GO:0008152
slr1791	B	oxidation reduction	GO:0055114
slr1791	B	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	GO:0019379
slr1791	M	phosphoadenylyl-sulfate reductase (thioredoxin) activity	GO:0004604
slr1791	M	transferase activity	GO:0016740
slr1795	B	oxidation reduction	GO:0055114
slr1795	B	protein metabolic process	GO:0019538
slr1795	M	oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor	GO:0016671
slr1803	B	DNA methylation	GO:0006306
slr1803	B	methylation	GO:0032259
slr1803	M	DNA binding	GO:0003677
slr1803	M	methyltransferase activity	GO:0008168
slr1803	M	nucleic acid binding	GO:0003676
slr1803	M	site-specific DNA-methyltransferase (adenine-specific) activity	GO:0009007
slr1815	B	metabolic process	GO:0008152
slr1815	M	methyltransferase activity	GO:0008168
slr1820	B	protein amino acid O-linked glycosylation	GO:0006493
slr1820	C	membrane	GO:0016020
slr1820	M	mannosyltransferase activity	GO:0000030
slr1821	B	proteolysis	GO:0006508
slr1821	C	integral to membrane	GO:0016021
slr1821	M	metalloendopeptidase activity	GO:0004222
slr1821	M	protein binding	GO:0005515
slr1822	B	DNA repair	GO:0006281
slr1822	B	base-excision repair	GO:0006284
slr1822	C	intracellular	GO:0005622
slr1822	M	4 iron, 4 sulfur cluster binding	GO:0051539
slr1822	M	DNA binding	GO:0003677
slr1822	M	DNA-(apurinic or apyrimidinic site) lyase activity	GO:0003906
slr1822	M	catalytic activity	GO:0003824
slr1822	M	endonuclease activity	GO:0004519
slr1828	B	electron transport chain	GO:0022900
slr1828	M	2 iron, 2 sulfur cluster binding	GO:0051537
slr1828	M	electron carrier activity	GO:0009055
slr1828	M	iron-sulfur cluster binding	GO:0051536
slr1830	B	poly-hydroxybutyrate biosynthetic process	GO:0042619
slr1830	M	acyltransferase activity	GO:0008415
slr1835	B	photosynthesis	GO:0015979
slr1835	C	integral to membrane	GO:0016021
slr1835	C	photosystem I	GO:0009522
slr1835	C	thylakoid	GO:0009579
slr1837	B	regulation of transcription, DNA-dependent	GO:0006355
slr1837	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1837	M	DNA binding	GO:0003677
slr1837	M	two-component response regulator activity	GO:0000156
slr1840	B	organic acid phosphorylation	GO:0031388
slr1840	M	glycerate kinase activity	GO:0008887
slr1841	B	transport	GO:0006810
slr1841	C	integral to membrane	GO:0016021
slr1841	M	transporter activity	GO:0005215
slr1842	B	cysteine biosynthetic process from serine	GO:0006535
slr1842	B	metabolic process	GO:0008152
slr1842	M	catalytic activity	GO:0003824
slr1842	M	cysteine synthase activity	GO:0004124
slr1842	M	pyridoxal phosphate binding	GO:0030170
slr1843	B	glucose metabolic process	GO:0006006
slr1843	B	metabolic process	GO:0008152
slr1843	B	oxidation reduction	GO:0055114
slr1843	M	binding	GO:0005488
slr1843	M	catalytic activity	GO:0003824
slr1843	M	glucose-6-phosphate dehydrogenase activity	GO:0004345
slr1844	B	nucleotide-excision repair	GO:0006289
slr1844	C	excinuclease repair complex	GO:0009380
slr1844	M	ATP binding	GO:0005524
slr1844	M	ATPase activity	GO:0016887
slr1844	M	excinuclease ABC activity	GO:0009381
slr1844	M	nucleoside-triphosphatase activity	GO:0017111
slr1844	M	nucleotide binding	GO:0000166
slr1846	B	cell redox homeostasis	GO:0045454
slr1846	M	electron carrier activity	GO:0009055
slr1846	M	protein disulfide oxidoreductase activity	GO:0015035
slr1848	B	histidine biosynthetic process	GO:0000105
slr1848	B	metabolic process	GO:0008152
slr1848	B	oxidation reduction	GO:0055114
slr1848	M	NAD or NADH binding	GO:0051287
slr1848	M	histidinol dehydrogenase activity	GO:0004399
slr1848	M	oxidoreductase activity	GO:0016491
slr1848	M	zinc ion binding	GO:0008270
slr1849	B	cell redox homeostasis	GO:0045454
slr1849	B	oxidation reduction	GO:0055114
slr1849	C	cytoplasm	GO:0005737
slr1849	M	FAD binding	GO:0050660
slr1849	M	oxidoreductase activity	GO:0016491
slr1855	B	mannose metabolic process	GO:0006013
slr1855	M	catalytic activity	GO:0003824
slr1855	M	mannose-6-phosphate isomerase activity	GO:0004476
slr1856	B	regulation of transcription, DNA-dependent	GO:0006355
slr1856	M	antisigma factor binding	GO:0045152
slr1857	B	carbohydrate metabolic process	GO:0005975
slr1857	B	glycogen catabolic process	GO:0005980
slr1857	M	catalytic activity	GO:0003824
slr1857	M	cation binding	GO:0043169
slr1857	M	glycogen debranching enzyme activity	GO:0004133
slr1857	M	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553
slr1859	B	regulation of transcription, DNA-dependent	GO:0006355
slr1859	M	antisigma factor binding	GO:0045152
slr1860	B	signal transduction	GO:0007165
slr1860	C	integral to membrane	GO:0016021
slr1860	M	catalytic activity	GO:0003824
slr1860	M	phosphoprotein phosphatase activity	GO:0004721
slr1860	M	signal transducer activity	GO:0004871
slr1861	M	ATP binding	GO:0005524
slr1864	B	transmembrane transport	GO:0055085
slr1864	C	integral to membrane	GO:0016021
slr1865	B	transport	GO:0006810
slr1865	M	transporter activity	GO:0005215
slr1866	C	membrane	GO:0016020
slr1867	B	metabolic process	GO:0008152
slr1867	B	tryptophan biosynthetic process	GO:0000162
slr1867	M	anthranilate phosphoribosyltransferase activity	GO:0004048
slr1867	M	transferase activity, transferring glycosyl groups	GO:0016757
slr1871	B	regulation of transcription, DNA-dependent	GO:0006355
slr1871	M	transcription factor activity	GO:0003700
slr1874	B	peptidoglycan biosynthetic process	GO:0009252
slr1874	C	cell wall	GO:0005618
slr1874	C	cytoplasm	GO:0005737
slr1874	M	ATP binding	GO:0005524
slr1874	M	D-alanine-D-alanine ligase activity	GO:0008716
slr1874	M	catalytic activity	GO:0003824
slr1876	M	enzyme activator activity	GO:0008047
slr1876	M	peptidase activity	GO:0008233
slr1877	B	metabolic process	GO:0008152
slr1877	M	catalytic activity	GO:0003824
slr1878	M	binding	GO:0005488
slr1879	B	cobalamin biosynthetic process	GO:0009236
slr1879	B	metabolic process	GO:0008152
slr1879	M	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757
slr1879	M	methyltransferase activity	GO:0008168
slr1881	M	ATP binding	GO:0005524
slr1881	M	ATPase activity	GO:0016887
slr1881	M	nucleoside-triphosphatase activity	GO:0017111
slr1881	M	nucleotide binding	GO:0000166
slr1884	B	tRNA aminoacylation for protein translation	GO:0006418
slr1884	B	translation	GO:0006412
slr1884	B	tryptophanyl-tRNA aminoacylation	GO:0006436
slr1884	C	cytoplasm	GO:0005737
slr1884	M	ATP binding	GO:0005524
slr1884	M	aminoacyl-tRNA ligase activity	GO:0004812
slr1884	M	nucleotide binding	GO:0000166
slr1884	M	tryptophan-tRNA ligase activity	GO:0004830
slr1885	M	catalytic activity	GO:0003824
slr1887	B	tetrapyrrole biosynthetic process	GO:0033014
slr1887	M	hydroxymethylbilane synthase activity	GO:0004418
slr1888	B	acetyl-CoA metabolic process	GO:0006084
slr1888	B	metabolic process	GO:0008152
slr1888	M	N-acetyltransferase activity	GO:0008080
slr1888	M	catalytic activity	GO:0003824
slr1890	B	cellular iron ion homeostasis	GO:0006879
slr1890	B	iron ion transport	GO:0006826
slr1890	B	oxidation reduction	GO:0055114
slr1890	M	ferric iron binding	GO:0008199
slr1890	M	oxidoreductase activity	GO:0016491
slr1890	M	transition metal ion binding	GO:0046914
slr1894	B	cellular iron ion homeostasis	GO:0006879
slr1894	B	oxidation reduction	GO:0055114
slr1894	B	response to stress	GO:0006950
slr1894	M	ferric iron binding	GO:0008199
slr1894	M	oxidoreductase activity	GO:0016491
slr1894	M	transition metal ion binding	GO:0046914
slr1895	M	hydrolase activity	GO:0016787
slr1897	B	transport	GO:0006810
slr1897	M	transporter activity	GO:0005215
slr1898	B	arginine biosynthetic process	GO:0006526
slr1898	B	cellular amino acid biosynthetic process	GO:0008652
slr1898	B	proline biosynthetic process	GO:0006561
slr1898	C	cytoplasm	GO:0005737
slr1898	M	acetylglutamate kinase activity	GO:0003991
slr1898	M	glutamate 5-kinase activity	GO:0004349
slr1901	M	ATP binding	GO:0005524
slr1901	M	ATPase activity	GO:0016887
slr1901	M	nucleoside-triphosphatase activity	GO:0017111
slr1901	M	nucleotide binding	GO:0000166
slr1902	B	transposition, DNA-mediated	GO:0006313
slr1903	B	transposition, DNA-mediated	GO:0006313
slr1903	M	DNA binding	GO:0003677
slr1903	M	transposase activity	GO:0004803
slr1906	B	metabolic process	GO:0008152
slr1906	M	N-acetyltransferase activity	GO:0008080
slr1908	B	transport	GO:0006810
slr1908	C	integral to membrane	GO:0016021
slr1908	M	transporter activity	GO:0005215
slr1909	B	regulation of transcription, DNA-dependent	GO:0006355
slr1909	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1909	C	intracellular	GO:0005622
slr1909	M	sequence-specific DNA binding	GO:0043565
slr1909	M	transcription factor activity	GO:0003700
slr1909	M	two-component response regulator activity	GO:0000156
slr1910	B	peptidoglycan catabolic process	GO:0009253
slr1910	M	N-acetylmuramoyl-L-alanine amidase activity	GO:0008745
slr1912	B	regulation of transcription, DNA-dependent	GO:0006355
slr1912	M	antisigma factor binding	GO:0045152
slr1916	M	catalytic activity	GO:0003824
slr1917	M	catalytic activity	GO:0003824
slr1919	B	protein amino acid phosphorylation	GO:0006468
slr1919	M	ATP binding	GO:0005524
slr1919	M	protein kinase activity	GO:0004672
slr1925	B	cobalamin biosynthetic process	GO:0009236
slr1925	C	integral to membrane	GO:0016021
slr1933	B	lipopolysaccharide biosynthetic process	GO:0009103
slr1933	M	dTDP-4-dehydrorhamnose 3,5-epimerase activity	GO:0008830
slr1934	B	glycolysis	GO:0006096
slr1934	B	metabolic process	GO:0008152
slr1934	B	oxidation reduction	GO:0055114
slr1934	C	intracellular membrane-bounded organelle	GO:0043231
slr1934	M	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	GO:0016624
slr1934	M	pyruvate dehydrogenase (acetyl-transferring) activity	GO:0004739
slr1935	B	transmembrane transport	GO:0055085
slr1938	B	cellular biosynthetic process	GO:0044249
slr1938	B	cellular metabolic process	GO:0044237
slr1939	B	proteolysis	GO:0006508
slr1939	C	membrane	GO:0016020
slr1939	M	metalloendopeptidase activity	GO:0004222
slr1942	B	regulation of circadian rhythm	GO:0042752
slr1942	B	regulation of transcription	GO:0045449
slr1942	M	ATP binding	GO:0005524
slr1942	M	DNA binding	GO:0003677
slr1942	M	magnesium ion binding	GO:0000287
slr1942	M	protein serine/threonine kinase activity	GO:0004674
slr1945	B	glucose catabolic process	GO:0006007
slr1945	B	metabolic process	GO:0008152
slr1945	C	cytoplasm	GO:0005737
slr1945	M	catalytic activity	GO:0003824
slr1945	M	manganese ion binding	GO:0030145
slr1945	M	metal ion binding	GO:0046872
slr1945	M	phosphoglycerate mutase activity	GO:0004619
slr1946	B	proteolysis	GO:0006508
slr1946	C	extracellular matrix	GO:0031012
slr1946	M	metalloendopeptidase activity	GO:0004222
slr1946	M	metallopeptidase activity	GO:0008237
slr1946	M	zinc ion binding	GO:0008270
slr1950	B	ATP biosynthetic process	GO:0006754
slr1950	B	cation transport	GO:0006812
slr1950	B	metabolic process	GO:0008152
slr1950	B	metal ion transport	GO:0030001
slr1950	C	integral to membrane	GO:0016021
slr1950	C	membrane	GO:0016020
slr1950	M	ATP binding	GO:0005524
slr1950	M	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
slr1950	M	catalytic activity	GO:0003824
slr1950	M	cation channel activity	GO:0005261
slr1950	M	copper-exporting ATPase activity	GO:0004008
slr1950	M	hydrolase activity	GO:0016787
slr1950	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
slr1950	M	metal ion binding	GO:0046872
slr1950	M	metal ion transmembrane transporter activity	GO:0046873
slr1956	M	binding	GO:0005488
slr1959	C	intracellular	GO:0005622
slr1959	M	exonuclease activity	GO:0004527
slr1959	M	nucleic acid binding	GO:0003676
slr1962	B	transport	GO:0006810
slr1962	C	outer membrane-bounded periplasmic space	GO:0030288
slr1963	B	absorption of light	GO:0016037
slr1963	B	transport	GO:0006810
slr1963	C	intracellular	GO:0005622
slr1963	C	phycobilisome	GO:0030089
slr1963	M	chloride ion binding	GO:0031404
slr1968	M	binding	GO:0005488
slr1969	B	peptidyl-histidine phosphorylation	GO:0018106
slr1969	B	phosphorylation	GO:0016310
slr1969	B	protein-chromophore linkage	GO:0018298
slr1969	B	regulation of transcription	GO:0045449
slr1969	B	regulation of transcription, DNA-dependent	GO:0006355
slr1969	B	sensory perception	GO:0007600
slr1969	B	signal transduction	GO:0007165
slr1969	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1969	C	membrane	GO:0016020
slr1969	M	ATP binding	GO:0005524
slr1969	M	G-protein coupled photoreceptor activity	GO:0008020
slr1969	M	protein histidine kinase activity	GO:0004673
slr1969	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
slr1969	M	two-component response regulator activity	GO:0000156
slr1969	M	two-component sensor activity	GO:0000155
slr1971	B	proteolysis	GO:0006508
slr1971	C	membrane	GO:0016020
slr1971	M	metalloendopeptidase activity	GO:0004222
slr1974	C	intracellular	GO:0005622
slr1974	M	GTP binding	GO:0005525
slr1974	M	nucleoside-triphosphatase activity	GO:0017111
slr1974	M	nucleotide binding	GO:0000166
slr1975	B	mannose metabolic process	GO:0006013
slr1975	M	catalytic activity	GO:0003824
slr1975	M	mannose-6-phosphate isomerase activity	GO:0004476
slr1977	B	nucleoside metabolic process	GO:0009116
slr1977	M	catalytic activity	GO:0003824
slr1978	B	cobalamin biosynthetic process	GO:0009236
slr1978	B	cobalt ion transport	GO:0006824
slr1978	M	cobalt ion transmembrane transporter activity	GO:0015087
slr1982	B	regulation of transcription, DNA-dependent	GO:0006355
slr1982	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1982	M	two-component response regulator activity	GO:0000156
slr1983	B	regulation of transcription, DNA-dependent	GO:0006355
slr1983	B	signal transduction	GO:0007165
slr1983	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1983	C	membrane	GO:0016020
slr1983	M	catalytic activity	GO:0003824
slr1983	M	phosphoprotein phosphatase activity	GO:0004721
slr1983	M	signal transducer activity	GO:0004871
slr1983	M	two-component response regulator activity	GO:0000156
slr1983	M	two-component sensor activity	GO:0000155
slr1984	B	translation	GO:0006412
slr1984	C	ribosome	GO:0005840
slr1984	M	RNA binding	GO:0003723
slr1984	M	structural constituent of ribosome	GO:0003735
slr1736	C	integral to membrane	GO:0016021
slr1736	M	prenyltransferase activity	GO:0004659
slr1779	B	metabolic process	GO:0008152
slr1779	B	pyridoxine biosynthetic process	GO:0008615
slr1779	C	cytoplasm	GO:0005737
slr1779	M	catalytic activity	GO:0003824
slr1787	B	thiamin biosynthetic process	GO:0009228
slr1787	M	catalytic activity	GO:0003824
slr1787	M	thiamin phosphate kinase activity	GO:0009030
slr1793	B	carbohydrate metabolic process	GO:0005975
slr1793	B	metabolic process	GO:0008152
slr1793	B	pentose-phosphate shunt	GO:0006098
slr1793	C	cytoplasm	GO:0005737
slr1793	M	catalytic activity	GO:0003824
slr1793	M	transaldolase activity	GO:0004801
slr1805	B	peptidyl-histidine phosphorylation	GO:0018106
slr1805	B	phosphorylation	GO:0016310
slr1805	B	protein-chromophore linkage	GO:0018298
slr1805	B	regulation of transcription	GO:0045449
slr1805	B	sensory perception	GO:0007600
slr1805	B	signal transduction	GO:0007165
slr1805	C	membrane	GO:0016020
slr1805	M	ATP binding	GO:0005524
slr1805	M	G-protein coupled photoreceptor activity	GO:0008020
slr1805	M	protein histidine kinase activity	GO:0004673
slr1805	M	signal transducer activity	GO:0004871
slr1805	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
slr1805	M	two-component sensor activity	GO:0000155
slr1808	B	metabolic process	GO:0008152
slr1808	B	oxidation reduction	GO:0055114
slr1808	B	tetrapyrrole biosynthetic process	GO:0033014
slr1808	C	cytoplasm	GO:0005737
slr1808	M	NADP or NADPH binding	GO:0050661
slr1808	M	binding	GO:0005488
slr1808	M	catalytic activity	GO:0003824
slr1808	M	glutamyl-tRNA reductase activity	GO:0008883
slr1808	M	shikimate 5-dehydrogenase activity	GO:0004764
slr1834	B	photosynthesis	GO:0015979
slr1834	C	integral to membrane	GO:0016021
slr1834	C	photosystem I	GO:0009522
slr1834	C	thylakoid	GO:0009579
slr1834	M	metal ion binding	GO:0046872
slr1966	B	cell wall macromolecule catabolic process	GO:0016998
slr1966	B	peptidoglycan catabolic process	GO:0009253
slr1966	M	lysozyme activity	GO:0003796
slr1979	B	biosynthetic process	GO:0009058
slr1979	M	oxo-acid-lyase activity	GO:0016833
slr1882	B	riboflavin biosynthetic process	GO:0009231
slr1882	M	FMN adenylyltransferase activity	GO:0003919
slr1882	M	riboflavin kinase activity	GO:0008531
slr1756	B	glutamine biosynthetic process	GO:0006542
slr1756	B	nitrogen compound metabolic process	GO:0006807
slr1756	B	nitrogen fixation	GO:0009399
slr1756	C	cytoplasm	GO:0005737
slr1756	M	catalytic activity	GO:0003824
slr1756	M	glutamate-ammonia ligase activity	GO:0004356
slr1762	B	metabolic process	GO:0008152
slr1762	M	catalytic activity	GO:0003824
slr1762	M	hydrolase activity	GO:0016787
slr1899	B	nitrogen compound metabolic process	GO:0006807
slr1899	M	nickel ion binding	GO:0016151
ssl1426	B	translation	GO:0006412
ssl1426	C	intracellular	GO:0005622
ssl1426	C	ribosome	GO:0005840
ssl1426	M	structural constituent of ribosome	GO:0003735
ssl1690	B	oxidation reduction	GO:0055114
ssl1690	C	plasma membrane	GO:0005886
ssl1690	M	oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor	GO:0016655
ssl1707	B	tRNA processing	GO:0008033
ssl1707	C	cytoplasm	GO:0005737
ssl1707	M	protein binding	GO:0005515
ssl1707	M	sulfurtransferase activity	GO:0016783
ssl1784	B	translation	GO:0006412
ssl1784	C	intracellular	GO:0005622
ssl1784	C	ribosome	GO:0005840
ssl1784	M	structural constituent of ribosome	GO:0003735
ssl2084	B	fatty acid biosynthetic process	GO:0006633
ssl2084	M	acyl carrier activity	GO:0000036
ssl2084	M	cofactor binding	GO:0048037
ssl2084	M	phosphopantetheine binding	GO:0031177
ssl2153	B	carbohydrate metabolic process	GO:0005975
ssl2233	B	translation	GO:0006412
ssl2233	C	intracellular	GO:0005622
ssl2233	C	ribosome	GO:0005840
ssl2233	M	RNA binding	GO:0003723
ssl2233	M	structural constituent of ribosome	GO:0003735
ssl2296	B	tetrahydrobiopterin biosynthetic process	GO:0006729
ssl2296	M	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	GO:0008124
ssl2559	M	electron carrier activity	GO:0009055
ssl2559	M	iron-sulfur cluster binding	GO:0051536
ssl2598	B	protein stabilization	GO:0050821
ssl2598	C	membrane	GO:0016020
ssl2598	C	photosystem II	GO:0009523
ssl2598	M	phosphate binding	GO:0042301
ssl2615	B	ATP synthesis coupled proton transport	GO:0015986
ssl2615	C	proton-transporting ATP synthase complex, coupling factor F(o)	GO:0045263
ssl2615	C	proton-transporting two-sector ATPase complex, proton-transporting domain	GO:0033177
ssl2615	M	hydrogen ion transmembrane transporter activity	GO:0015078
ssl2667	B	iron-sulfur cluster assembly	GO:0016226
ssl2667	M	iron ion binding	GO:0005506
ssl2667	M	iron-sulfur cluster binding	GO:0051536
ssl2749	M	nucleotidyltransferase activity	GO:0016779
ssl2789	B	DNA recombination	GO:0006310
ssl2789	M	DNA binding	GO:0003677
ssl2789	M	recombinase activity	GO:0000150
ssl2823	B	protein secretion	GO:0009306
ssl2823	B	protein transport	GO:0015031
ssl2823	C	integral to membrane	GO:0016021
ssl2823	C	membrane	GO:0016020
ssl2823	C	plasma membrane	GO:0005886
ssl2823	M	protein transporter activity	GO:0008565
ssl2982	B	transcription, DNA-dependent	GO:0006351
ssl2982	M	DNA binding	GO:0003677
ssl2982	M	DNA-directed RNA polymerase activity	GO:0003899
ssl3044	M	electron carrier activity	GO:0009055
ssl3044	M	iron-sulfur cluster binding	GO:0051536
ssl3093	C	phycobilisome	GO:0030089
ssl3127	B	transport	GO:0006810
ssl3127	C	membrane	GO:0016020
ssl3127	M	transporter activity	GO:0005215
ssl3177	B	cell wall macromolecule catabolic process	GO:0016998
ssl3177	B	chitin catabolic process	GO:0006032
ssl3177	B	defense response to bacterium	GO:0042742
ssl3177	B	defense response to fungus	GO:0050832
ssl3177	M	chitinase activity	GO:0004568
ssl3335	B	intracellular protein transport	GO:0006886
ssl3335	B	protein secretion	GO:0009306
ssl3335	B	protein targeting	GO:0006605
ssl3335	C	integral to membrane	GO:0016021
ssl3335	C	membrane	GO:0016020
ssl3335	M	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	GO:0015450
ssl3379	B	protein catabolic process	GO:0030163
ssl3432	B	translation	GO:0006412
ssl3432	C	intracellular	GO:0005622
ssl3432	C	ribosome	GO:0005840
ssl3432	C	small ribosomal subunit	GO:0015935
ssl3432	M	RNA binding	GO:0003723
ssl3432	M	structural constituent of ribosome	GO:0003735
ssl3436	B	translation	GO:0006412
ssl3436	C	intracellular	GO:0005622
ssl3436	C	ribosome	GO:0005840
ssl3436	M	structural constituent of ribosome	GO:0003735
ssl3437	B	translation	GO:0006412
ssl3437	C	intracellular	GO:0005622
ssl3437	C	ribosome	GO:0005840
ssl3437	M	structural constituent of ribosome	GO:0003735
ssl3445	B	translation	GO:0006412
ssl3445	C	intracellular	GO:0005622
ssl3445	C	ribosome	GO:0005840
ssl3445	M	structural constituent of ribosome	GO:0003735
ssr0102	B	sulfur metabolic process	GO:0006790
ssr0330	B	photosynthesis	GO:0015979
ssr0330	C	plastid	GO:0009536
ssr0330	M	catalytic activity	GO:0003824
ssr0330	M	ferredoxin reductase activity	GO:0008937
ssr0390	B	photosynthesis	GO:0015979
ssr0390	C	membrane	GO:0016020
ssr0390	C	photosystem I	GO:0009522
ssr0482	B	translation	GO:0006412
ssr0482	C	intracellular	GO:0005622
ssr0482	C	ribosome	GO:0005840
ssr0482	M	structural constituent of ribosome	GO:0003735
ssr1041	M	electron carrier activity	GO:0009055
ssr1041	M	iron-sulfur cluster binding	GO:0051536
ssr1169	C	integral to membrane	GO:0016021
ssr1386	B	oxidation reduction	GO:0055114
ssr1386	M	oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor	GO:0016655
ssr1398	B	translation	GO:0006412
ssr1398	C	intracellular	GO:0005622
ssr1398	C	ribosome	GO:0005840
ssr1398	M	structural constituent of ribosome	GO:0003735
ssr1399	B	translation	GO:0006412
ssr1399	C	intracellular	GO:0005622
ssr1399	C	ribosome	GO:0005840
ssr1399	M	structural constituent of ribosome	GO:0003735
ssr1480	M	nucleic acid binding	GO:0003676
ssr1480	M	nucleotide binding	GO:0000166
ssr1513	B	methionine biosynthetic process	GO:0009086
ssr1513	C	intracellular	GO:0005622
ssr1513	M	methionine synthase activity	GO:0008705
ssr1527	B	Mo-molybdopterin cofactor biosynthetic process	GO:0006777
ssr1527	B	sulfur metabolic process	GO:0006790
ssr1558	C	membrane	GO:0016020
ssr1604	B	translation	GO:0006412
ssr1604	C	intracellular	GO:0005622
ssr1604	C	ribosome	GO:0005840
ssr1604	M	structural constituent of ribosome	GO:0003735
ssr1720	M	RNA binding	GO:0003723
ssr1736	B	translation	GO:0006412
ssr1736	C	large ribosomal subunit	GO:0015934
ssr1736	M	structural constituent of ribosome	GO:0003735
ssr2049	B	chlorophyll biosynthetic process	GO:0015995
ssr2049	B	oxidation reduction	GO:0055114
ssr2049	B	photosynthesis	GO:0015979
ssr2049	M	oxidoreductase activity	GO:0016491
ssr2061	B	cell redox homeostasis	GO:0045454
ssr2061	M	electron carrier activity	GO:0009055
ssr2061	M	protein disulfide oxidoreductase activity	GO:0015035
ssr2142	C	membrane	GO:0016020
ssr2333	M	iron ion binding	GO:0005506
ssl1577	M	endonuclease activity	GO:0004519
ssl1577	M	nucleic acid binding	GO:0003676
ssl3389	C	intracellular membrane-bounded organelle	GO:0043231
ssl3389	M	2 iron, 2 sulfur cluster binding	GO:0051537
ssl3441	B	translational initiation	GO:0006413
ssl3441	M	RNA binding	GO:0003723
ssl3441	M	translation initiation factor activity	GO:0003743
ssr1600	B	regulation of transcription, DNA-dependent	GO:0006355
ssr1600	M	antisigma factor binding	GO:0045152
ssl3649	B	transposition, DNA-mediated	GO:0006313
ssl3649	M	DNA binding	GO:0003677
ssl3649	M	transposase activity	GO:0004803
sll7006	B	regulation of transcription	GO:0045449
sll7029	M	ATP binding	GO:0005524
sll7030	B	metabolic process	GO:0008152
sll7030	M	N-acetyltransferase activity	GO:0008080
sll7077	M	catalytic activity	GO:0003824
sll7106	B	DNA repair	GO:0006281
sll7106	M	DNA binding	GO:0003677
sll8006	B	DNA modification	GO:0006304
sll8006	M	DNA binding	GO:0003677
sll8009	B	DNA methylation	GO:0006306
sll8009	B	methylation	GO:0032259
sll8009	M	DNA binding	GO:0003677
sll8009	M	N-methyltransferase activity	GO:0008170
sll8009	M	methyltransferase activity	GO:0008168
sll8009	M	nucleic acid binding	GO:0003676
sll8031	B	oxidation reduction	GO:0055114
sll8031	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll8031	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
sll8031	M	oxidoreductase activity, acting on NADH or NADPH	GO:0016651
sll8031	M	quinone binding	GO:0048038
sll8034	B	metabolic process	GO:0008152
sll8034	B	oxidation reduction	GO:0055114
sll8034	M	2-nitropropane dioxygenase activity	GO:0018580
sll8034	M	catalytic activity	GO:0003824
slr7005	B	DNA integration	GO:0015074
slr7005	B	DNA recombination	GO:0006310
slr7005	M	DNA binding	GO:0003677
slr7008	B	transposition, DNA-mediated	GO:0006313
slr7008	M	DNA binding	GO:0003677
slr7008	M	nucleic acid binding	GO:0003676
slr7008	M	transposase activity	GO:0004803
slr7010	M	ATP binding	GO:0005524
slr7010	M	ATP-dependent helicase activity	GO:0008026
slr7010	M	helicase activity	GO:0004386
slr7010	M	nucleic acid binding	GO:0003676
slr7023	M	binding	GO:0005488
slr7041	M	DNA binding	GO:0003677
slr7049	B	DNA recombination	GO:0006310
slr7049	M	DNA binding	GO:0003677
slr7049	M	recombinase activity	GO:0000150
slr7058	M	endonuclease activity	GO:0004519
slr7058	M	nucleic acid binding	GO:0003676
slr7097	M	oxidoreductase activity	GO:0016491
slr9101	B	DNA replication	GO:0006260
slr9101	C	extrachromosomal circular DNA	GO:0005727
slr9101	M	DNA binding	GO:0003677
slr9203	B	DNA replication initiation	GO:0006270
slr9203	M	DNA binding	GO:0003677
slr9203	M	DNA topoisomerase activity	GO:0003916
ssl7051	B	proteolysis	GO:0006508
ssl7051	M	serine-type endopeptidase activity	GO:0004252
ssl7053	B	transcription termination	GO:0006353
ssl7053	M	transcription termination factor activity	GO:0003715
ssr2699	B	transposition, DNA-mediated	GO:0006313
ssr2699	M	DNA binding	GO:0003677
ssr2699	M	transposase activity	GO:0004803
ssr2723	B	protein catabolic process	GO:0030163
ssr2799	B	translation	GO:0006412
ssr2799	C	intracellular	GO:0005622
ssr2799	C	ribosome	GO:0005840
ssr2799	M	structural constituent of ribosome	GO:0003735
ssr2831	B	photosynthesis	GO:0015979
ssr2831	C	photosystem I reaction center	GO:0009538
ssr2831	C	plastid	GO:0009536
ssr2831	M	catalytic activity	GO:0003824
ssr2857	B	metal ion transport	GO:0030001
