idone	gname	id	cog	ref.prot
16330875	ndhC	slr1279	COG0838C	NP_441603.1
16330876	ndhK	slr1280	COG0377C	NP_441604.1
16330877	ndhJ	slr1281	COG0852C	NP_441605.1
16330878	-	slr1282	-	NP_441606.1
16330879	-	slr1283	COG3335L	NP_441607.1
16330880	-	sll1170	COG2199T	NP_441608.1
16330881	-	sll1169	COG0664T	NP_441609.1
16330882	-	slr1285	COG0642T	NP_441610.1
16330883	pbp	sll1167	COG1680V	NP_441611.1
16330884	-	ssr2130	-	NP_441612.1
16330885	-	slr1287	-	NP_441613.1
16330886	-	slr1288	-	NP_441614.1
16330887	-	sll1166	COG0628R	NP_441615.1
16330888	-	sll1447	-	NP_441616.1
16330889	-	sll1446	COG1357S	NP_441617.1
16330890	leuD	sll1444	COG0066E	NP_441618.1
16330891	pyrG	sll1443	COG0504F	NP_441619.1
16330892	-	sll1442	-	NP_441620.1
16330893	-	slr1529	COG1221KT	NP_441621.1
16330894	desB	sll1441	COG3239I	NP_441622.1
16330895	pdxH	sll1440	COG0259H	NP_441623.1
16330896	-	slr1530	COG1354S	NP_441624.1
16330897	-	sll1439	-	NP_441625.1
16330898	ffh	slr1531	COG0541U	NP_441626.1
16330899	-	sll1437	COG3335L	NP_441627.1
16330900	-	sll1436	COG3415L	NP_441628.1
16330901	gatB	sll1435	COG0064J	NP_441629.1
16330902	mrcA	sll1434	COG0744M	NP_441630.1
16330903	-	sll1433	COG0063G	NP_441631.1
16330904	hypB	sll1432	COG0378OK	NP_441632.1
16330905	-	slr1533	-	NP_441633.1
16330906	-	slr1534	COG1619V	NP_441634.1
16330907	-	slr1152	COG1357S	NP_441635.1
16330908	-	ssl2162	-	NP_441636.1
16330909	glnH	sll1104	COG0834ET	NP_441637.1
16330910	-	sll1103	COG4664Q	NP_441638.1
16330911	-	sll1102	COG4665Q	NP_441639.1
16330912	rpsJ	sll1101	COG0051J	NP_441640.1
16330913	tuf	sll1099	COG0050J	NP_441641.1
16330914	fus	sll1098	COG0480J	NP_441642.1
16330915	rps7	sll1097	COG0049J	NP_441643.1
16330916	rpsL	sll1096	COG0048J	NP_441644.1
16330917	-	sll1095	COG3222S	NP_441645.1
16330918	purD	slr1159	COG0151F	NP_441646.1
16330919	-	slr1160	-	NP_441647.1
16330920	rpiB	ssl2153	COG0698G	NP_441648.1
16330921	-	sll1094	COG3335L	NP_441649.1
16330922	-	slr1161	COG0590FJ	NP_441650.1
16330923	-	slr1162	COG3224S	NP_441651.1
16330924	-	slr1163	COG3659M	NP_441652.1
16330925	-	ssl2148	-	NP_441653.1
16330926	nrdA	slr1164	COG0209F	NP_441654.1
16330927	sat	slr1165	COG2046P	NP_441655.1
16330928	-	slr1166	COG0438M	NP_441656.1
16330929	-	sll1092	COG3744S	NP_441657.1
16330930	-	ssl2138	COG5559S	NP_441658.1
16330932	gldA	slr1167	COG0371C	NP_441660.1
16330933	-	slr1168	-	NP_441661.1
16330934	-	slr1169	-	NP_441662.1
16330935	-	slr1170	COG2119S	NP_441663.1
16330936	-	slr1171	COG0386O	NP_441664.1
16330937	-	sll1089	-	NP_441665.1
16330938	-	sll1087	COG0591ER	NP_441666.1
16330939	-	sll1086	-	NP_441667.1
16330940	-	slr1173	COG4402S	NP_441668.1
16330941	-	ssr1951	-	NP_441669.1
16330942	-	slr1174	COG4587R	NP_441670.1
16330943	glpD	sll1085	COG0578C	NP_441671.1
16330944	otsA	sll1566	COG0380G	NP_441672.1
16330945	-	slr1670	-	NP_441673.1
16330946	glpK	slr1672	COG0554C	NP_441674.1
16330947	spoU	slr1673	COG0566J	NP_441675.1
16330948	-	slr1674	-	NP_441676.1
16330949	hypA	slr1675	COG0375R	NP_441677.1
16330950	-	slr1676	-	NP_441678.1
16330951	-	slr1677	COG0763M	NP_441679.1
16330952	rplU	slr1678	COG0261J	NP_441680.1
16330953	rpmA	ssr2799	COG0211J	NP_441681.1
16330954	-	slr1679	COG2173M	NP_441682.1
16330955	leuA	sll1564	COG0119E	NP_441683.1
16330956	-	ssr2802	COG1134GM	NP_441684.1
16330957	-	ssr2803	-	NP_441685.1
16330958	-	ssr2806	-	NP_441686.1
16330959	-	sll1563	-	NP_441687.1
16330960	-	sll1562	-	NP_441688.1
16330961	putA	sll1561	COG1012C	NP_441689.1
16330962	-	slr1681	-	NP_441690.1
16330963	-	slr1682	COG5659L	NP_441691.1
16330964	-	sll1560	COG3385L	NP_441692.1
16330965	-	slr1683	COG5659L	NP_441693.1
16330966	-	slr1684	COG5659L	NP_441694.1
16330967	-	sll1559	COG0075E	NP_441695.1
16330968	-	slr1686	COG1716T	NP_441696.1
16330969	-	ssl3044	COG0633C	NP_441697.1
16330970	-	slr1687	COG1413C	NP_441698.1
16330971	-	sll1558	COG1208MJ	NP_441699.1
16330972	sucD	sll1557	COG0074C	NP_441700.1
16330973	-	sll1556	COG1304C	NP_441701.1
16330974	-	sll1555	COG0745TK	NP_441702.1
16330975	psaE	ssr2831	-	NP_441703.1
16330976	mutM	slr1689	COG0266L	NP_441704.1
16330977	-	slr1690	COG1051F	NP_441705.1
16330978	nadE	slr1691	COG0171H	NP_441706.1
16330979	-	slr1692	COG2200T	NP_441707.1
16330980	-	slr1693	COG3706T	NP_441708.1
16330981	-	slr1694	-	NP_441709.1
16330982	pheT	sll1553	COG0072J	NP_441710.1
16330983	pknA	slr1697	COG0515RTKL	NP_441711.1
16330984	-	sll0921	COG2197TK	NP_441712.1
16330985	ppc	sll0920	COG2352C	NP_441713.1
16330986	-	slr0935	COG1585OU	NP_441714.1
16330987	nadC	slr0936	COG0157H	NP_441715.1
16330988	-	slr0937	-	NP_441716.1
16330989	-	slr0938	COG0769M	NP_441717.1
16330990	cbiC	sll0916	COG2082H	NP_441718.1
16330991	pqqE	sll0915	COG0612R	NP_441719.1
16330992	crtQ	slr0940	COG3349S	NP_441720.1
16330993	-	slr0941	COG5637S	NP_441721.1
16330994	-	slr0942	COG0656R	NP_441722.1
16330995	fda	slr0943	COG3588G	NP_441723.1
16330996	-	sll0914	-	NP_441724.1
16330997	-	slr0944	COG0798P	NP_441725.1
16330998	-	slr0945	COG0431R	NP_441726.1
16330999	arsC	slr0946	COG0394T	NP_441727.1
16331001	-	slr0948	-	NP_441729.1
16331002	-	sll0913	COG4636S	NP_441730.1
16331003	-	sll0912	COG0488R	NP_441731.1
16331004	livH	slr0949	COG0559E	NP_441732.1
16331005	-	slr0950	COG1189J	NP_441733.1
16331006	-	sll0911	-	NP_441734.1
16331007	-	sll0910	COG0457R	NP_441735.1
16331008	-	sll0909	COG1076O	NP_441736.1
16331009	ispD	slr0951	COG1211I	NP_441737.1
16331010	fbp	slr0952	COG0158G	NP_441738.1
16331011	-	slr0953	COG0561R	NP_441739.1
16331013	-	slr0954	COG1939S	NP_441741.1
16331014	-	slr0955	COG0566J	NP_441742.1
16331015	-	slr0957	-	NP_441743.1
16331016	cysS	slr0958	COG0215J	NP_441744.1
16331017	maf	sll0905	COG0424D	NP_441745.1
16331018	-	slr0959	COG1266R	NP_441746.1
16331019	-	slr0960	-	NP_441747.1
16331020	-	sll1541	COG3670Q	NP_441748.1
16331021	clpS	ssr2723	COG2127S	NP_441749.1
16331022	dpm1	sll1540	COG2246S	NP_441750.1
16331024	-	slr1623	-	NP_441752.1
16331025	-	slr1624	-	NP_441753.1
16331026	bgl	sll1538	COG1472G	NP_441754.1
16331027	-	sll1537	COG1051F	NP_441755.1
16331028	-	slr1626	COG1539H	NP_441756.1
16331029	-	slr1627	COG1280E	NP_441757.1
16331030	moeB	sll1536	COG0476H	NP_441758.1
16331031	-	slr1628	COG3651S	NP_441759.1
16331032	-	slr1629	COG0564J	NP_441760.1
16331033	rfbP	sll1535	COG2148M	NP_441761.1
16331034	-	sll1534	COG0438M	NP_441762.1
16331035	pilT	sll1533	COG2805NU	NP_441763.1
16331036	-	slr1634	-	NP_441764.1
16331037	-	sll1532	-	NP_441765.1
16331038	-	ssl2982	COG1758K	NP_441766.1
16331039	-	slr1635	COG3385L	NP_441767.1
16331040	-	slr1636	COG1547S	NP_441768.1
16331041	-	slr1638	-	NP_441769.1
16331042	smpB	slr1639	COG0691O	NP_441770.1
16331043	-	sll1531	-	NP_441771.1
16331044	-	sll1530	COG2242H	NP_441772.1
16331045	-	sll1528	COG0438M	NP_441773.1
16331046	-	sll1527	COG0438M	NP_441774.1
16331047	-	sll1526	COG0500QR	NP_441775.1
16331048	clpB	slr1641	COG0542O	NP_441776.1
16331049	-	ssl2971	-	NP_441777.1
16331050	prk	sll1525	COG0572F	NP_441778.1
16331051	petH	slr1643	COG0369P	NP_441779.1
16331052	-	sll1524	COG0561R	NP_441780.1
16331053	-	slr1644	COG0457R	NP_441781.1
16331054	psbZ	slr1645	-	NP_441782.1
16331055	rnc	slr1646	COG0571K	NP_441783.1
16331056	-	slr1647	COG0390R	NP_441784.1
16331057	-	slr1648	COG3670Q	NP_441785.1
16331058	-	ssr2754	COG2161D	NP_441786.1
16331059	-	slr1649	-	NP_441787.1
16331060	pgsA	sll1522	COG0558I	NP_441788.1
16331061	-	sll1521	COG0426C	NP_441789.1
16331062	recN	sll1520	COG0497L	NP_441790.1
16331063	-	slr0442	-	NP_441791.1
16331064	-	sll0428	COG3751O	NP_441792.1
16331065	-	ssr0756	COG3744S	NP_441793.1
16331066	-	ssr0759	-	NP_441794.1
16331067	-	ssr0761	COG2161D	NP_441795.1
16331068	psbO	sll0427	-	NP_441796.1
16331069	-	slr0443	-	NP_441797.1
16331070	-	sll0426	-	NP_441798.1
16331071	aroA	slr0444	COG0128E	NP_441799.1
16331072	-	sll0424	COG1032C	NP_441800.1
16331073	-	sll0423	-	NP_441801.1
16331074	-	sll0422	COG1446E	NP_441802.1
16331075	purB	sll0421	COG0015F	NP_441803.1
16331076	-	slr0445	COG4636S	NP_441804.1
16331077	ureB	sll0420	COG0832E	NP_441805.1
16331078	-	sll0419	-	NP_441806.1
16331079	-	sll0418	COG2226H	NP_441807.1
16331080	dnaX	slr0446	COG0470L	NP_441808.1
16331081	amiC	slr0447	COG0683E	NP_441809.1
16331082	sms	slr0448	COG1066O	NP_441810.1
16331083	-	sll0274	COG1357S	NP_441811.1
16331084	-	sll0273	COG0025P	NP_441812.1
16331085	-	sll0272	-	NP_441813.1
16331086	nusB	sll0271	COG0781K	NP_441814.1
16331087	-	slr0280	COG4632G	NP_441815.1
16331088	priA	sll0270	COG1198L	NP_441816.1
16331089	-	sll0269	-	NP_441817.1
16331090	-	sll0268	COG4980R	NP_441818.1
16331091	-	sll0267	COG3614T	NP_441819.1
16331092	-	sll0266	-	NP_441820.1
16331093	-	sll0265	-	NP_441821.1
16331094	-	sll0264	COG4638PR	NP_441822.1
16331095	-	sll0263	-	NP_441823.1
16331096	desD(des6)	sll0262	COG3239I	NP_441824.1
16331097	-	sll0261	COG1226P	NP_441825.1
16331098	-	slr0284	COG1950S	NP_441826.1
16331099	-	slr0285	COG1533L	NP_441827.1
16331100	-	slr0286	-	NP_441828.1
16331101	-	sll0260	COG1253R	NP_441829.1
16331102	rpsP	ssr0482	COG0228J	NP_441830.1
16331103	-	slr0287	COG1837R	NP_441831.1
16331104	glnN	slr0288	COG3968R	NP_441832.1
16331105	-	slr0291	-	NP_441833.1
16331106	psbV	sll0258	-	NP_441834.1
16331107	-	ssl0483	-	NP_441835.1
16331108	-	slr0292	COG2138S	NP_441836.1
16331109	-	sll0257	COG0802R	NP_441837.1
16331110	gcvP	slr0293	COG1003E	NP_441838.1
16331111	-	slr0294	-	NP_441839.1
16331112	-	slr0392	-	NP_441840.1
16331113	-	slr0393	COG1403V	NP_441841.1
16331114	-	sll0364	-	NP_441842.1
16331116	ntcB	slr0395	COG0583K	NP_441844.1
16331117	alaS	sll0362	COG0013J	NP_441845.1
16331118	-	sll0361	-	NP_441846.1
16331119	-	sll0360	-	NP_441847.1
16331120	-	sll0359	-	NP_441848.1
16331121	-	slr0397	-	NP_441849.1
16331122	-	slr0398	-	NP_441850.1
16331123	-	slr0399	COG0702MG	NP_441851.1
16331124	ppnK	slr0400	COG0061G	NP_441852.1
16331125	-	slr0401	COG0687E	NP_441853.1
16331126	-	slr0402	COG0127F	NP_441854.1
16331128	-	slr0404	COG4371S	NP_441856.1
16331129	-	ssr0657	-	NP_441857.1
16331130	trpF	sll0356	COG0135E	NP_441858.1
16331131	-	sll0355	COG0697GER	NP_441859.1
16331132	-	sll0354	-	NP_441860.1
16331133	pyrC	slr0406	COG0418F	NP_441861.1
16331134	-	slr0407	COG2226H	NP_441862.1
16331135	-	slr0408	-	NP_441863.1
16331136	-	slr0142	COG3619S	NP_441864.1
16331137	-	slr0143	COG2319R	NP_441865.1
16331138	-	slr0144	COG1719R	NP_441866.1
16331139	-	slr0145	-	NP_441867.1
16331140	-	slr0146	-	NP_441868.1
16331141	-	slr0147	COG1719R	NP_441869.1
16331142	-	slr0148	COG0633C	NP_441870.1
16331143	-	slr0149	-	NP_441871.1
16331144	petF	slr0150	COG0633C	NP_441872.1
16331145	-	slr0151	-	NP_441873.1
16331146	-	slr0152	COG0515RTKL	NP_441874.1
16331147	-	sll0149	-	NP_441875.1
16331148	-	sll0148	-	NP_441876.1
16331149	-	sll0147	COG0644C	NP_441877.1
16331150	-	sll0146	COG4177E	NP_441878.1
16331151	frr	sll0145	COG0233J	NP_441879.1
16331153	-	ssl0259	COG1598S	NP_441881.1
16331154	clpB	slr0156	COG0542O	NP_441882.1
16331155	-	slr0157	-	NP_441883.1
16331156	-	sll0142	COG0841V	NP_441884.1
16331157	-	sll0141	COG0845M	NP_441885.1
16331158	pilT	slr0161	COG2805NU	NP_441886.1
16331159	gspF	slr0162	COG1459NU	NP_441887.1
16331160	pilC	slr0163	COG1459NU	NP_441888.1
16331161	clpP	slr0164	COG0740OU	NP_441889.1
16331162	clpP	slr0165	COG0740OU	NP_441890.1
16331163	pepP	sll0136	COG0006E	NP_441891.1
16331164	-	sll0135	COG0005F	NP_441892.1
16331165	-	ssl0242	-	NP_441893.1
16331166	-	ssr0256	COG3293L	NP_441894.1
16331167	-	slr0166	-	NP_441895.1
16331168	-	slr1923	COG1035C	NP_441896.1
16331169	-	slr1924	COG1680V	NP_441897.1
16331170	cobD	slr1925	COG1270H	NP_441898.1
16331171	prfB	sll1865	COG1186J	NP_441899.1
16331172	-	sll1864	COG0038P	NP_441900.1
16331173	-	slr1926	-	NP_441901.1
16331174	-	slr1927	COG1721R	NP_441902.1
16331175	-	slr1928	COG2165NU	NP_441903.1
16331176	-	slr1929	-	NP_441904.1
16331177	-	slr1930	COG2165NU	NP_441905.1
16331178	-	slr1931	COG4795U	NP_441906.1
16331179	-	slr1932	COG0596R	NP_441907.1
16331180	-	sll1863	-	NP_441908.1
16331181	-	sll1862	-	NP_441909.1
16331182	-	sll1861	COG3293L	NP_441910.1
16331183	-	sll1860	COG3293L	NP_441911.1
16331184	rfbC	slr1933	COG1898M	NP_441912.1
16331185	-	sll1858	-	NP_441913.1
16331186	-	slr1934	COG1071C	NP_441914.1
16331187	-	slr1935	-	NP_441915.1
16331188	xthA	sll1854	COG0708L	NP_441916.1
16331189	-	sll1853	-	NP_441917.1
16331190	ndkR	sll1852	COG0105F	NP_441918.1
16331191	-	sll1851	-	NP_441919.1
16331192	-	slr1936	COG3415L	NP_441920.1
16331193	-	slr1937	COG3335L	NP_441921.1
16331194	-	sll1849	COG4638PR	NP_441922.1
16331195	mtnA	slr1938	COG0182J	NP_441923.1
16331196	-	sll1848	COG0204I	NP_441924.1
16331197	-	slr1939	COG0501O	NP_441925.1
16331198	-	slr1940	-	NP_441926.1
16331199	-	ssr3300	COG1649S	NP_441927.1
16331200	-	sll1845	COG3476T	NP_441928.1
16331201	-	slr1942	COG0467T	NP_441929.1
16331202	-	ssr3304	-	NP_441930.1
16331203	dpm1	slr1943	COG0463M	NP_441931.1
16331204	-	slr1944	COG4188R	NP_441932.1
16331205	yibO	slr1945	COG0696G	NP_441933.1
16331206	secG	ssr3307	-	NP_441934.1
16331207	-	slr1946	COG5549O	NP_441935.1
16331208	odhB	sll1841	COG0508C	NP_441936.1
16331209	-	slr1949	-	NP_441937.1
16331210	-	slr1950	COG2217P	NP_441938.1
16331211	-	slr1951	COG1716T	NP_441939.1
16331212	-	slr0989	COG0217S	NP_441940.1
16331213	-	slr0990	COG2170S	NP_441941.1
16331214	-	slr0992	COG0219J	NP_441942.1
16331215	nlpD	slr0993	COG0739M	NP_441943.1
16331216	lrtA	sll0947	COG1544J	NP_441944.1
16331217	lipB	slr0994	COG0321H	NP_441945.1
16331218	-	ssl1807	-	NP_441946.1
16331219	glgA	sll0945	COG0297G	NP_441947.1
16331220	-	sll0944	-	NP_441948.1
16331221	-	slr0320	COG1032C	NP_441949.1
16331222	rpoD	sll0306	COG0568K	NP_441950.1
16331223	era	slr0321	COG1159R	NP_441951.1
16331224	-	slr0322	COG0643NT	NP_441952.1
16331225	ams1	slr0323	COG0383G	NP_441953.1
16331226	-	slr0324	COG1173EP	NP_441954.1
16331227	-	slr0325	-	NP_441955.1
16331228	-	sll0301	COG1357S	NP_441956.1
16331229	ribC	sll0300	COG0307H	NP_441957.1
16331230	-	slr0326	-	NP_441958.1
16331231	hitB	slr0327	COG1178P	NP_441959.1
16331232	-	slr0328	COG0394T	NP_441960.1
16331233	xylR	slr0329	COG1940KG	NP_441961.1
16331234	-	sll0298	COG3216S	NP_441962.1
16331235	-	sll0297	COG3688R	NP_441963.1
16331236	-	sll0296	COG4636S	NP_441964.1
16331237	-	ssl0564	COG2197TK	NP_441965.1
16331238	psaC	ssl0563	COG1143C	NP_441966.1
16331239	ndhD	slr0331	COG1008C	NP_441967.1
16331240	-	slr0333	-	NP_441968.1
16331241	-	slr0334	-	NP_441969.1
16331242	-	ssr0536	-	NP_441970.1
16331243	-	sll0295	COG0546R	NP_441971.1
16331244	apcE	slr0335	-	NP_441972.1
16331245	-	slr0337	COG1449G	NP_441973.1
16331246	-	sll0294	-	NP_441974.1
16331247	-	sll0293	-	NP_441975.1
16331248	-	slr0338	COG0673R	NP_441976.1
16331249	-	slr0168	-	NP_441977.1
16331250	-	slr0169	-	NP_441978.1
16331251	-	slr0171	COG4783R	NP_441979.1
16331252	guaB	slr0172	COG2905T	NP_441980.1
16331253	-	sll0177	COG1961L	NP_441981.1
16331254	-	sll0176	COG1937S	NP_441982.1
16331255	-	ssl0312	-	NP_441983.1
16331256	-	sll0175	COG2509R	NP_441984.1
16331257	-	sll0174	COG0834ET	NP_441985.1
16331258	-	sll0173	COG4257V	NP_441986.1
16331259	-	sll0172	-	NP_441987.1
16331260	gcvT	sll0171	COG0404E	NP_441988.1
16331261	dnaK	sll0170	COG0443O	NP_441989.1
16331262	-	sll0169	COG0484O	NP_441990.1
16331263	-	sll0168	-	NP_441991.1
16331264	-	sll0167	-	NP_441992.1
16331265	hemD	sll0166	COG0007H	NP_441993.1
16331266	-	sll0163	COG2319R	NP_441994.1
16331267	-	sll0162	-	NP_441995.1
16331268	-	slr0179	COG0699R	NP_441996.1
16331269	-	slr0180	COG3385L	NP_441997.1
16331270	-	sll0161	-	NP_441998.1
16331271	-	ssl0296	COG3293L	NP_441999.1
16331273	-	ssl0294	-	NP_442001.1
16331274	-	sll0160	-	NP_442002.1
16331275	glgB	sll0158	COG0296G	NP_442003.1
16331276	-	sll0157	COG2220R	NP_442004.1
16331277	-	sll0156	-	NP_442005.1
16331278	-	slr0184	-	NP_442006.1
16331279	pyrE	slr0185	COG0461F	NP_442007.1
16331280	-	sll0154	COG0391S	NP_442008.1
16331281	leuA	slr0186	COG0119E	NP_442009.1
16331282	-	slr0359	COG5001T	NP_442010.1
16331283	-	slr0360	COG2252R	NP_442011.1
16331284	-	slr0361	COG1187J	NP_442012.1
16331285	-	slr0362	COG2179R	NP_442013.1
16331286	-	sll0350	COG1452M	NP_442014.1
16331287	psbI	sml0001	-	NP_442015.1
16331288	-	slr0363	COG5512R	NP_442016.1
16331289	-	slr0364	-	NP_442017.1
16331290	-	slr0366	-	NP_442018.1
16331291	-	slr0369	COG0841V	NP_442019.1
16331292	gabD	slr0370	COG1012C	NP_442020.1
16331293	sphS	sll0337	COG0642T	NP_442021.1
16331294	accD	sll0336	COG0777I	NP_442022.1
16331295	-	sll0335	COG2308S	NP_442023.1
16331296	-	slr0373	-	NP_442024.1
16331297	-	slr0374	COG0464O	NP_442025.1
16331298	-	slr0376	-	NP_442026.1
16331299	-	slr0377	-	NP_442027.1
16331300	-	slr0378	COG2366R	NP_442028.1
16331301	-	slr0379	COG0125F	NP_442029.1
16331302	-	slr0380	COG4995S	NP_442030.1
16331303	-	slr0381	COG0346E	NP_442031.1
16331304	fabG	sll0330	COG0300R	NP_442032.1
16331305	-	slr0383	COG0742L	NP_442033.1
16331306	-	slr0384	COG0438M	NP_442034.1
16331307	gnd	sll0329	COG0362G	NP_442035.1
16331308	-	sll0328	-	NP_442036.1
16331309	-	sll0327	-	NP_442037.1
16331310	-	slr0386	-	NP_442038.1
16331311	nifS	slr0387	COG1104E	NP_442039.1
16331312	-	slr0388	COG1040R	NP_442040.1
16331313	-	slr0769	COG1376S	NP_442041.1
16331314	-	slr0770	COG2442S	NP_442042.1
16331315	-	slr0771	COG4634S	NP_442043.1
16331316	chlB	slr0772	COG2710C	NP_442044.1
16331317	-	slr0773	COG0569P	NP_442045.1
16331318	-	sll0772	-	NP_442046.1
16331319	glcP	sll0771	-	NP_442047.1
16331320	secD	slr0774	COG0342U	NP_442048.1
16331321	secF	slr0775	COG0341U	NP_442049.1
16331322	lpxD	slr0776	COG1044M	NP_442050.1
16331323	rplT	sll0767	COG0292J	NP_442051.1
16331324	rpmI	ssl1426	COG0291J	NP_442052.1
16331325	radC	sll0766	COG2003L	NP_442053.1
16331326	-	sll0765	COG1054R	NP_442054.1
16331327	livG	sll0764	COG4674R	NP_442055.1
16331328	-	sll0763	-	NP_442056.1
16331329	-	sll0762	-	NP_442057.1
16331330	-	sll0761	-	NP_442058.1
16331331	hypothetical protein	sll0760	COG0842V	NP_442059.1
16331332	-	sll0759	COG1131V	NP_442060.1
16331333	-	slr0779	-	NP_442061.1
16331334	purF	sll0757	COG0034F	NP_442062.1
16331335	psbT	smr0001	-	NP_442063.1
16331336	nrdR	slr0780	COG1327K	NP_442064.1
16331337	-	sll0756	-	NP_442065.1
16331339	rbfA	sll0754	COG0858J	NP_442067.1
16331340	-	ssl1417	-	NP_442068.1
16331341	folD	sll0753	COG0190H	NP_442069.1
16331342	-	sll0752	COG1463Q	NP_442070.1
16331343	ycf22	sll0751	COG1463Q	NP_442071.1
16331344	-	slr0782	COG1231E	NP_442072.1
16331345	sarA	sll0750	COG2205T	NP_442073.1
16331346	-	sll0749	COG5401R	NP_442074.1
16331347	tpiA	slr0783	COG0149G	NP_442075.1
16331348	-	slr0784	COG0628R	NP_442076.1
16331349	-	slr0341	COG0834ET	NP_442077.1
16331350	-	sll0325	-	NP_442078.1
16331351	petB	slr0342	COG1290C	NP_442079.1
16331352	petD	slr0343	COG1290C	NP_442080.1
16331353	rfbW	slr0344	COG0438M	NP_442081.1
16331354	-	slr0345	-	NP_442082.1
16331355	rnc	slr0346	COG0571K	NP_442083.1
16331356	hypF	sll0322	COG0068O	NP_442084.1
16331357	-	sll0321	-	NP_442085.1
16331358	-	slr0347	-	NP_442086.1
16331359	rnd	sll0320	COG0349J	NP_442087.1
16331360	-	sll0319	-	NP_442088.1
16331361	-	slr0348	COG0761IM	NP_442089.1
16331362	-	sll0318	-	NP_442090.1
16331363	-	slr0350	COG3293L	NP_442091.1
16331364	-	slr0351	COG1565S	NP_442092.1
16331365	-	sll0317	COG3385L	NP_442093.1
16331366	-	slr0352	COG3335L	NP_442094.1
16331367	-	sll0315	-	NP_442095.1
16331368	-	slr0353	-	NP_442096.1
16331369	-	sll0314	-	NP_442097.1
16331370	-	slr0354	COG1122P	NP_442098.1
16331371	rpsU	ssl0601	COG0828J	NP_442099.1
16331372	-	slr0355	-	NP_442100.1
16331373	-	slr0356	-	NP_442101.1
16331374	-	sll0312	COG0601EP	NP_442102.1
16331375	hisS	slr0357	COG0124J	NP_442103.1
16331376	-	slr0358	-	NP_442104.1
16331377	-	sll0310	COG1246E	NP_442105.1
16331378	-	sll0309	-	NP_442106.1
16331379	-	sll0024	-	NP_442107.1
16331380	-	sll0023	COG0754E	NP_442108.1
16331381	-	sll0022	-	NP_442109.1
16331382	-	slr0001	COG1853R	NP_442110.1
16331383	-	sll0021	COG0420L	NP_442111.1
16331384	clpC	sll0020	COG0542O	NP_442112.1
16331385	-	sll0019	COG0743I	NP_442113.1
16331386	cbbA	sll0018	COG0191G	NP_442114.1
16331388	mltA	sll0016	COG2821M	NP_442116.1
16331389	-	slr0006	COG0009J	NP_442117.1
16331390	-	slr0007	COG1208MJ	NP_442118.1
16331391	ctpA	slr0008	COG0793M	NP_442119.1
16331392	rbcL	slr0009	COG1850G	NP_442120.1
16331393	rbcX	slr0011	-	NP_442121.1
16331394	rbcS	slr0012	COG4451C	NP_442122.1
16331395	-	slr0013	-	NP_442123.1
16331396	mgtC	slr0014	COG1285S	NP_442124.1
16331397	-	sll0012	COG3293L	NP_442125.1
16331398	lpxB	slr0015	COG0763M	NP_442126.1
16331399	petF	ssl0020	COG0633C	NP_442127.1
16331400	-	slr0016	-	NP_442128.1
16331401	murZ	slr0017	COG0766M	NP_442129.1
16331402	fumC	slr0018	COG0114C	NP_442130.1
16331403	-	sll0010	COG3385L	NP_442131.1
16331404	-	slr0019	COG3188NU	NP_442132.1
16331405	-	sll0008	-	NP_442133.1
16331406	-	sll0007	COG4636S	NP_442134.1
16331407	aspC	sll0006	COG0436E	NP_442135.1
16331408	-	sll0005	COG0661R	NP_442136.1
16331409	recG	slr0020	COG1200LK	NP_442137.1
16331410	sppA	slr0021	COG0616OU	NP_442138.1
16331411	ponA	sll0002	COG0744M	NP_442139.1
16331412	guaA	slr0213	COG0519F	NP_442140.1
16331413	-	slr0214	COG0270L	NP_442141.1
16331414	uppP	sll0210	COG1968V	NP_442142.1
16331415	cobU	slr0216	COG2087H	NP_442143.1
16331416	-	slr0217	-	NP_442144.1
16331417	-	ssr0349	-	NP_442145.1
16331418	-	sll0209	COG5322R	NP_442146.1
16331419	-	sll0208	-	NP_442147.1
16331420	rfbA	sll0207	COG1209M	NP_442148.1
16331421	glyS	slr0220	COG0751J	NP_442149.1
16331422	-	sll0205	COG3744S	NP_442150.1
16331423	gidA	sll0204	COG1206J	NP_442151.1
16331424	-	slr0222	COG2205T	NP_442152.1
16331425	gidA	sll0202	COG0445D	NP_442153.1
16331426	-	slr0224	COG3000I	NP_442154.1
16331427	-	sll0201	COG3335L	NP_442155.1
16331428	-	sll0200	COG3415L	NP_442156.1
16331429	petE	sll0199	COG3794C	NP_442157.1
16331430	-	slr0226	-	NP_442158.1
16331431	-	sll0198	COG4636S	NP_442159.1
16331432	ftsH	slr0228	COG0465O	NP_442160.1
16331433	-	sll0195	COG2802R	NP_442161.1
16331434	ycf43	sll0194	COG0805U	NP_442162.1
16331435	mmsB	slr0229	COG2084I	NP_442163.1
16331436	-	slr0230	COG3335L	NP_442164.1
16331437	-	slr0231	COG0122L	NP_442165.1
16331438	-	sll0192	COG4370S	NP_442166.1
16331439	-	slr0232	COG0586S	NP_442167.1
16331440	trxM	slr0233	COG3118O	NP_442168.1
16331441	-	sll0191	COG3751O	NP_442169.1
16331442	groEL-2	sll0416	COG0459O	NP_442170.1
16331443	-	sll0415	COG1131V	NP_442171.1
16331444	-	sll0414	COG1357S	NP_442172.1
16331445	-	slr0431	COG2968S	NP_442173.1
16331446	-	ssl0788	-	NP_442174.1
16331447	-	ssl0787	-	NP_442175.1
16331448	-	sll0413	-	NP_442176.1
