id	reaction
slr1084	Benzoylsuccinyl-CoA + CoA <=> S-Benzoate coenzyme A + Succinyl-CoA
slr1084	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxodecanoyl-[acp] + NADPH
slr1084	Glycosyl-4,4'-diaponeurosporenoate <=> Staphyloxanthin
slr1084	Feruloyl-diketide-CoA + Feruloyl-CoA + H2O <=> Curcumin + 2 CoA +CO2
slr1084	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=>trans-Tetradec-2-enoyl-[acp] + H2O
slr1084	Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein
slr1084	Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein]<=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein
slr1084	(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH+ H+
slr1084	Delphinidin 3-O-glucoside + Caffeoyl-CoA <=> Delphinidin3-O-(6-caffeoyl-beta-D-glucoside) + CoA
slr1084	Naphthyl-2-oxomethyl-succinyl-CoA + CoA <=> 2-Naphthoyl-CoA +Succinyl-CoA
slr1084	Feruloyl-diketide-CoA + p-Coumaroyl-CoA + H2O <=> Demethoxycurcumin+ 2 CoA + CO2
slr1084	Chrysanthemin + Caffeoyl-CoA <=> Cyanidin 3-(6-p-caffeoyl)glucoside+ CoA
slr1084	3'-N-Debenzoyltaxol + S-Benzoate coenzyme A <=> Paclitaxel + CoA
slr1084	p-Coumaroyl-diketide-CoA + p-Coumaroyl-CoA + H2O <=>Bisdemethoxycurcumin + 2 CoA + CO2
slr1084	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=>trans-Hexadec-2-enoyl-[acp] + H2O
slr1084	Dodecanoyl-[acyl-carrier protein] + NAD+ <=>trans-Dodec-2-enoyl-[acp] + NADH + H+
slr1084	Octanoyl-[acp] + NAD+ <=> trans-Oct-2-enoyl-[acp] + NADH + H+
slr1084	Pelargonin + Caffeoyl-CoA <=> Pelargonidin3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside + CoA
slr1084	Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside) + Malonyl-CoA <=>Cyanidin 3-O-3'',6''-O-dimalonylglucoside + CoA
slr1084	Pelargonidin 3-O-glucoside + Caffeoyl-CoA <=> Pelargonidin3-O-(6-caffeoyl-beta-D-glucoside) + CoA
slr1084	1H-Imidazole-4-ethanamine + Acetyl-CoA <=>4-(beta-Acetylaminoethyl)imidazole + CoA
slr1434	NADPH + NAD+ <=> NADP+ + NADH
slr1137	Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O
slr1137	Oxygen + 4 Ferrocytochrome c2 <=> 4 Ferricytochrome c2 + 2 H2O
sll0936	(Z)-5-Oxohex-2-enedioate + H2O <=> 4-Hydroxy-2-oxopentanoate + CO2
sll0936	4-Hydroxy-L-threonine <=> 3-Aminopropane-1,2-diol + CO2
sll0936	Homogentisate + Oxygen + NADPH <=> Gentisate aldehyde + CO2 + NADP++ H+ + H2O
sll0936	5-Aminoimidazole + CO2 <=> 5-Amino-4-imidazole carboxylate
sll0936	Phenylpyruvate <=> Phenylacetaldehyde + CO2
sll0936	Caffeate <=> 3,4-Dihydroxystyrene + CO2
sll0936	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + H2O <=> L-Xylonate +CO2
sll0936	4-Coumarate <=> 4-Hydroxystyrene + CO2
sll0936	3-Hydroxyanthranilate <=> 2-Aminophenol + CO2
sll0936	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate <=>2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate + CO2
sll0936	3-Octaprenyl-4-hydroxybenzoate <=> 2-Octaprenylphenol + CO2
sll0936	3-Polyprenyl-4-hydroxy-5-methoxybenzoate <=>2-Polyprenyl-6-methoxyphenol + CO2
sll0936	3-Oxopropanoate <=> Acetaldehyde + CO2
sll0936	3-Cyano-L-alanine <=> beta-Aminopropionitrile + CO2
sll0936	L-Dopachrome <=> 5,6-Dihydroxyindole + CO2
sll0936	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + H2O <=> L-Lyxonate +CO2
sll0936	Pyruvate + CO2 <=> 2-Hydroxyethylenedicarboxylate
sll0936	3-Hydroxy-L-kynurenine <=> 3-Hydroxykynurenamine + CO2
sll0936	2-Polyprenylphenol + CO2 <=> 4-Hydroxy-3-polyprenylbenzoate
sll0936	Bis(4'-chlorophenyl)methane + CO2 <=> Bis(4'-chlorophenyl)acetate
sll0936	5,6-Dihydroxyindole + CO2 <=>2-Carboxy-2,3-dihydro-5,6-dihydroxyindole
sll0936	2-Hydroxyisophthalic acid <=> Salicylate + CO2
slr2132	Propanoyl-CoA + Orthophosphate <=> Propanoyl phosphate + CoA
sll0813	Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O
sll0813	Oxygen + 4 Ferrocytochrome c2 <=> 4 Ferricytochrome c2 + 2 H2O
slr1300	Phoenicoxanthin <=> Astaxanthin
slr1300	Phenanthracene + Oxygen + NADH + H+ <=> Phenanthrene-9,10-oxide +H2O + NAD+
slr1300	trans-3-Hydroxycinnamate + Oxygen + NADH + H+ <=>trans-2,3-Dihydroxycinnamate + H2O + NAD+
slr1300	p-Xylene + Oxygen + NADH + H+ <=> 4-Methylbenzyl alcohol + NAD+ +H2O
slr1300	Estrone + H+ + Oxygen + NADH <=> 2-Hydroxyestrone + NAD+ + H2O
slr1300	Estradiol-17beta + H+ + Oxygen + NADPH <=> Estriol + NADP+ + H2O
slr1300	Tetracenomycin A2 <=> Tetracenomycin C
slr1300	2-Methylnaphthalene + Oxygen + NADH + H+ <=> (2-Naphthyl)methanol +NAD+ + H2O
slr1300	m-Xylene + Oxygen + NADH + H+ <=> 3-Methylbenzyl alcohol + NAD+ +H2O
slr1300	2,6-Dichlorophenol + Oxygen + NADH + H+ <=> 2,6-Dichlorohydroquinone+ NAD+ + H2O
slr1300	Campestanol + Oxygen + NADPH <=> 6-Deoxocathasterone + NADP+ + H2O
slr1300	beta-Carotene <=> beta-Cryptoxanthin
slr1300	Cholesterol + Oxygen + NADPH + H+ <=>Cholesterol-5alpha,6alpha-epoxide + NADP+ + H2O
slr1300	Estrone + H+ + Oxygen + NADPH <=> 2-Hydroxyestrone + NADP+ + H2O
slr1300	Estradiol-17beta + H+ + Oxygen + NADH <=> 2-Hydroxyestradiol-17beta+ NAD+ + H2O
slr1300	2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH +H+ <=> 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone +NADP+ + H2O
slr1300	p-Benzoquinone + Nitrite + NADP+ + H2O <=> 4-Nitrophenol + Oxygen +NADPH + H+
slr1300	3-Cresol + Oxygen + NADH + H+ <=> 3-Hydroxybenzyl alcohol + NAD+ +H2O
slr1300	L-Phenylalanine + 2 Oxygen + 2 NADPH + 2 H+ <=>(Z)-Phenylacetaldehyde oxime + 3 H2O + 2 NADP+ + CO2
slr1300	3-(3-Hydroxy-phenyl)-propanoic acid + Oxygen + NADH + H+ <=>3-(2,3-Dihydroxyphenyl)propanoate + H2O + NAD+
slr1300	beta-Cryptoxanthin <=> Zeaxanthin
slr1300	6-Hydroxynicotinate + NADH + Oxygen + H+ <=> 2,5-Dihydroxypyridine +NAD+ + CO2 + H2O
slr1300	Campest-4-en-3-one + Oxygen + NADPH <=>22alpha-Hydroxy-campest-4-en-3-one + NADP+ + H2O
slr1300	Thiobenzamide + Oxygen + NADPH + H+ <=> Thiobenzamide S-oxide +NADP+ + H2O
slr1300	Coniferyl aldehyde + NADPH + H+ + Oxygen <=>5-Hydroxyconiferaldehyde + NADP+ + H2O
slr1300	5-Cholestene + NADPH + Oxygen + H+ <=>5,6alpha-Epoxy-5alpha-cholestane + NADP+ + H2O
slr1300	Bisphenol A + NADH + H+ + Oxygen <=>1,2-Bis(4-hydroxyphenyl)-2-propanol + NAD+ + H2O
slr1300	Homomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>4-Methylthiobutanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	L-Leucine + 2 Oxygen + 2 NADPH + 2 H+ <=> 3-Methylbutyraldehydeoxime + 3 H2O + 2 NADP+ + CO2
slr1300	(2'S)-Deoxymyxol 2'-alpha-L-fucoside <=> (3R,2'S)-Myxol2'-alpha-L-fucoside
slr1300	1-Methylnaphthalene + Oxygen + NADH + H+ <=>1-Hydroxymethylnaphthalene + NAD+ + H2O
slr1300	Hexahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>9-Methylthiononanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	Canthaxanthin <=> Phoenicoxanthin
slr1300	Estrone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxyestrone + NADP+ +H2O
slr1300	Campesterol + Oxygen + NADPH <=> 22alpha-Hydroxy-campesterol + NADP++ H2O
slr1300	L-Tyrosine + 2 Oxygen + 2 NADPH + 2 H+ <=>(Z)-4-Hydroxyphenylacetaldehyde-oxime + 2 NADP+ + 3 H2O + CO2
slr1300	4-Hydroxycinnamyl aldehyde <=> Caffeic aldehyde
slr1300	Styrene + Oxygen + NADPH + H+ + FAD <=> Styrene oxide + NADP+ +FADH2 + H2O
slr1300	o-Xylene + Oxygen + NADH + H+ <=> 2-Methylbenzyl alcohol + NAD+ +H2O
slr1300	3'-Hydroxyechinenone <=> Adonixanthin
slr1300	5-Cholestene + Oxygen + NADPH + H+ <=>5,6beta-Epoxy-5beta-cholestane + NADP+ + H2O
slr1300	(1S,4R)-1-Hydroxy-2-oxolimonene + NADPH + Oxygen <=>(3R)-3-Isopropenyl-6-oxoheptanoate + NADP+ + HO-
slr1300	2-Hydroxyphenylacetate + Oxygen + NADH + H+ <=> Homogentisate + NAD++ H2O
slr1300	Echinenone <=> 3-Hydroxyechinenone
slr1300	Cholesterol + Oxygen + NADPH + H+ <=>Cholesterol-5beta,6beta-epoxide + NADP+ + H2O
slr1300	Benzoate + NADPH + Oxygen <=> Salicylate + NADP+ + H2O
slr1300	2,5-Dichlorohydroquinone + 2 NADH + Oxygen <=>5-Chloro-1,2,4-trihydroxybenzene + 2 NAD+ + HO- + Cl-
slr1300	2-Hexaprenyl-6-methoxyphenol + Oxygen <=>2-Hexaprenyl-6-methoxy-1,4-benzoquinone + H2O
slr1300	6-Oxocampestanol + Oxygen + NADPH <=> Cathasterone + NADP+ + H2O
slr1300	L-Tryptophan + 2 Oxygen + 2 NADPH + 2 H+ <=> Indole-3-acetaldehydeoxime + 3 H2O + 2 NADP+ + CO2
slr1300	alpha-Pinene + NADH + H+ + Oxygen <=> alpha-Pinene-oxide + NAD+ +H2O
slr1300	p-Cymene + Oxygen + NADH + H+ <=> p-Cumic alcohol + NAD+ + H2O
slr1300	Salicylate + NADPH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NADP+ +H2O
slr1300	2 Toluene-4-sulfonate + Oxygen + 2 H+ <=> 2 4-Cresol + 2 HSO3-
slr1300	Estradiol-17beta + H+ + Oxygen + NADPH <=> 2-Hydroxyestradiol-17beta+ NADP+ + H2O
slr1300	5alpha-Campestan-3-one + Oxygen + NADPH <=>22alpha-Hydroxy-5alpha-campestan-3-one + NADP+ + H2O
slr1300	L-Homophenylalanine + 2 Oxygen + 2 NADPH + 2 H+ <=>3-Phenylpropionaldoxim + 2 NADP+ + CO2 + 3 H2O
slr1300	2-Octaprenyl-6-methoxyphenol + Oxygen + NADPH <=>2-Octaprenyl-6-methoxy-1,4-benzoquinone + NADP+ + H2O
slr1300	2,4,6-Trichlorophenol + 2 NADH + Oxygen <=> 2,6-Dichlorohydroquinone+ 2 NAD+ + HO- + Cl-
slr1300	Dihomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>5-Methylthiopentanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside) <=>(3R,2'S)-Myxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)
slr1300	(Z)-4-Hydroxyphenylacetaldehyde-oxime + NADPH + H+ + Oxygen <=>4-Hydroxymandelonitrile + NADP+ + 2 H2O
slr1300	Echinenone <=> 3'-Hydroxyechinenone
slr1300	p-Coumaroyl-CoA <=> Caffeoyl-CoA
slr1300	alpha-Carotene <=> Zeinoxanthin
slr1300	Thiobenzamide S-oxide + NADPH + H+ + Oxygen <=> ThiobenzamideS,S-dioxide + NADP+ + H2O
slr1300	Phenanthracene + Oxygen + NADH + H+ <=> 1-Phenanthrol + H2O + NAD+
slr1300	2-Polyprenyl-6-methoxyphenol + Oxygen <=>2-Polyprenyl-6-methoxy-1,4-benzoquinone + H2O
slr1300	p-Benzenediol + NADPH + H+ + Oxygen <=> Benzene-1,2,4-triol + NADP++ H2O
slr1300	2-Hexaprenylphenol + Oxygen + NADPH <=> 2-Hexaprenyl-6-hydroxyphenol+ NADP+ + H2O
slr1300	Salicylate + NADH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NAD+ +H2O
slr1300	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH +H+ <=> 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone +NADP+ + H2O
slr1300	Pentahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>8-Methylthiooctanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	Ferulate + NADPH + H+ + Oxygen <=> 5-Hydroxyferulate + NADP+ + H2O
slr1300	Amino acid + 2 Oxygen + 2 NADPH + 2 H+ <=> Aldoxime + 2 NADP+ + 3H2O + CO2
slr1300	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH +H+ <=> 2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone +NADP+ + H2O
slr1300	(+)-Limonene + NADH + Oxygen <=> Limonene-1,2-epoxide + NAD+ + HO-
slr1300	4-Coumarate <=> Caffeate
slr1300	Tetrahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>7-Methylthioheptanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	Coniferyl alcohol + NADPH + H+ + Oxygen <=> 5-Hydroxyconiferylalcohol + NADP+ + H2O
slr1300	Toluene-4-sulfonate + Oxygen + NADH + H+ <=> 4-Sulfobenzyl alcohol +NAD+ + H2O
slr1300	Trimethylamine + NADH + H+ + Oxygen <=> Trimethylamine N-oxide +NAD+ + H2O
slr1300	Bisphenol A + NADH + H+ + Oxygen <=>2,2-Bis(4-hydroxyphenyl)-1-propanol + NAD+ + H2O
slr1300	Trihomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>6-Methylthiohexanaldoxime + 3 H2O + 2 NADP+ + CO2
slr1300	2,4,5-Trichlorophenol + 2 NADH + Oxygen <=> 2,5-Dichlorohydroquinone+ 2 NAD+ + HO- + Cl-
slr1300	Phenylacetic acid + Oxygen + NADH + H+ <=> 2-Hydroxyphenylacetate +NAD+ + H2O
slr1300	L-Valine + 2 Oxygen + 2 NADPH + 2 H+ <=> 2-Methylpropanal oxime + 3H2O + 2 NADP+ + CO2
slr1300	3-Hydroxyechinenone <=> Adonixanthin
slr1300	Tryptamine + Oxygen + NADPH <=> N-Hydroxyl-tryptamine + H2O + NADP+
slr1300	2,2-Bis(4-hydroxyphenyl)-1-propanol + NADH + H+ + Oxygen <=>2,3-Bis(4-hydroxyphenyl)-1,2-propanediol + NAD+ + H2O
slr1300	Phenanthracene + Oxygen + NADH + H+ <=> Phenanthrene-1,2-oxide + H2O+ NAD+
slr1300	4-Ethylphenol + NADPH + H+ + Oxygen <=> 1-(4'-Hydroxyphenyl)ethanol+ NADP+ + H2O
slr1300	2,4,5-Trichlorophenoxyacetic acid + Oxygen + NADH + H+ <=>2,4,5-Trichlorophenol + Glyoxylate + NAD+ + H2O
slr1777	ATP + Protoporphyrin + Magnesium + H2O <=> ADP + Orthophosphate +Magnesium protoporphyrin + 2 H+
sll0522	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
sll1653	L-Histidine + S-Adenosyl-L-methionine <=> N(pi)-Methyl-L-histidine +S-Adenosyl-L-homocysteine
sll1653	2-Demethylmenaquinone + S-Adenosyl-L-methionine <=> Menaquinone +S-Adenosyl-L-homocysteine
sll1653	dTDP-4-oxo-2,6-dideoxy-L-mannose + S-Adenosyl-L-methionine <=>dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose +S-Adenosyl-L-homocysteine + H+
sll1653	(S)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1653	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1653	Hydroxyspirilloxanthin + S-Adenosyl-L-methionine <=> Spirilloxanthin+ S-Adenosyl-L-homocysteine
sll1653	3-(2-Aminoethyl)-1H-indol-5-ol + 5-Methyltetrahydrofolate <=>5-Methoxytryptamine + Tetrahydrofolate
sll1653	2-Polyprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Polyprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1653	2-Methyl-6-phytylquinol + S-Adenosyl-L-methionine <=>2,3-Dimethyl-5-phytylquinol + S-Adenosyl-L-homocysteine
sll1653	2-Polyprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1653	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1653	Norgalanthamine + S-Adenosyl-L-methionine <=> Galanthamine +S-Adenosyl-L-homocysteine
sll1653	2-Phytyl-1,4-naphthoquinone + S-Adenosyl-L-methionine <=>Phylloquinone + S-Adenosyl-L-homocysteine
sll1653	5-Methyltetrahydrofolate + Corrinoid + H+ <=> Methylcorrinoid +Tetrahydrofolate
sll1653	1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone +S-Adenosyl-L-methionine <=> [6]-Gingerol + S-Adenosyl-L-homocysteine
sll1653	2-Methyl-6-solanyl-1,4-benzoquinol + S-Adenosyl-L-methionine <=>Plastoquinone-9 + S-Adenosyl-L-homocysteine
sll1653	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1653	3',4'-Dihydrorhodovibrin + S-Adenosyl-L-methionine <=>3,4,3',4'-Tetrahydrospirilloxanthin + S-Adenosyl-L-homocysteine
sll1653	1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione + S-Adenosyl-L-methionine<=> 1-Dehydro-[6]-gingerdione + S-Adenosyl-L-homocysteine
sll1653	Norbelladine <=> 4'-O-Methylnorbelladine
sll1653	3,4-Dehydrorhodopin + S-Adenosyl-L-methionine <=> Anhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1653	Demethylspheroidene + S-Adenosyl-L-methionine <=> Spheroidene +S-Adenosyl-L-homocysteine
sll1653	(-)-Norephedrine + S-Adenosyl-L-methionine <=> Ephedrine +S-Adenosyl-L-homocysteine
sll1653	Cobalt-precorrin 5 + S-Adenosyl-L-methionine + H2O <=>Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine + Acetaldehyde
sll1653	Juvenile hormone III acid + S-Adenosyl-L-methionine <=> Juvenilehormone III + S-Adenosyl-L-homocysteine
sll1653	Desmethylxanthohumol <=> Xanthohumol
sll1653	N-Methyltyramine + S-Adenosyl-L-methionine <=> Hordenine +S-Adenosyl-L-homocysteine
sll1653	2-Hydroxyestradiol-17beta + S-Adenosyl-L-methionine <=>2-Methoxyestradiol-17beta + S-Adenosyl-L-homocysteine
sll1653	2-Hexaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Hexaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1653	3-Hydroxyanthranilate + Activated methyl group <=>3-Methoxyanthranilate
sll1653	Xanthurenic acid <=> 8-Methoxykynurenate
sll1653	Anhalonidine + S-Adenosyl-L-methionine <=> Anhalonine +S-Adenosyl-L-homocysteine
sll1653	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=>Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
sll1653	2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1653	1-Phenanthrol + CH3-R <=> 1-Methoxyphenanthrene + R
sll1653	D-Cathine + S-Adenosyl-L-methionine <=> (+)-Pseudoephedrine +S-Adenosyl-L-homocysteine
sll1653	dTDP-beta-L-daunosamine <=> dTDP-L-megosamine
sll1653	Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin+ S-Adenosyl-L-homocysteine
sll1653	dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine<=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine
sll1653	(S)-Corytuberine + S-Adenosyl-L-methionine <=> Magnoflorine +S-Adenosyl-L-homocysteine
sll1653	Isoandrocymbine + S-Adenosyl-L-methionine <=> O-Methylandrocymbine +S-Adenosyl-L-homocysteine
sll1653	2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=>2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine
sll1653	2-Hexaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine<=> 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine
sll1653	Floramultine + S-Adenosyl-L-methionine <=> Kreysigine +S-Adenosyl-L-homocysteine
sll1653	(R)-Reticuline + S-Adenosyl-L-methionine <=> Laudanine +S-Adenosyl-L-homocysteine
sll1653	R + Se-Adenosylselenomethionine <=> CH3-R +Se-Adenosylselenohomocysteine
slr1099	(Z)-5-Oxohex-2-enedioate + H2O <=> 4-Hydroxy-2-oxopentanoate + CO2
slr1099	4-Hydroxy-L-threonine <=> 3-Aminopropane-1,2-diol + CO2
slr1099	Homogentisate + Oxygen + NADPH <=> Gentisate aldehyde + CO2 + NADP++ H+ + H2O
slr1099	5-Aminoimidazole + CO2 <=> 5-Amino-4-imidazole carboxylate
slr1099	Phenylpyruvate <=> Phenylacetaldehyde + CO2
slr1099	Caffeate <=> 3,4-Dihydroxystyrene + CO2
slr1099	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + H2O <=> L-Xylonate +CO2
slr1099	4-Coumarate <=> 4-Hydroxystyrene + CO2
slr1099	3-Hydroxyanthranilate <=> 2-Aminophenol + CO2
slr1099	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate <=>2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate + CO2
slr1099	3-Octaprenyl-4-hydroxybenzoate <=> 2-Octaprenylphenol + CO2
slr1099	3-Polyprenyl-4-hydroxy-5-methoxybenzoate <=>2-Polyprenyl-6-methoxyphenol + CO2
slr1099	3-Oxopropanoate <=> Acetaldehyde + CO2
slr1099	3-Cyano-L-alanine <=> beta-Aminopropionitrile + CO2
slr1099	L-Dopachrome <=> 5,6-Dihydroxyindole + CO2
slr1099	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + H2O <=> L-Lyxonate +CO2
slr1099	Pyruvate + CO2 <=> 2-Hydroxyethylenedicarboxylate
slr1099	3-Hydroxy-L-kynurenine <=> 3-Hydroxykynurenamine + CO2
slr1099	2-Polyprenylphenol + CO2 <=> 4-Hydroxy-3-polyprenylbenzoate
slr1099	Bis(4'-chlorophenyl)methane + CO2 <=> Bis(4'-chlorophenyl)acetate
slr1099	5,6-Dihydroxyindole + CO2 <=>2-Carboxy-2,3-dihydro-5,6-dihydroxyindole
slr1099	2-Hydroxyisophthalic acid <=> Salicylate + CO2
sll0502	ATP + L-Arginine + tRNA(Arg) <=> AMP + Diphosphate +L-Arginyl-tRNA(Arg)
slr0636	Cobamide coenzyme + GMP <=> Adenosine-GDP-cobinamide +alpha-Ribazole
sll0018	beta-D-Fructose 1,6-bisphosphate <=> Glycerone phosphate +D-Glyceraldehyde 3-phosphate
sll0018	D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde
sll0938	N-Succinyl-LL-2,6-diaminoheptanedioate + 2-Oxoglutarate <=>N-Succinyl-2-L-amino-6-oxoheptanedioate + L-Glutamate
sll0370	2 ATP + HCO3- + NH3 <=> 2 ADP + Orthophosphate + Carbamoyl phosphate
sll0370	(S)-Dihydroorotate + H2O <=> N-Carbamoyl-L-aspartate
slr1706	cis-3,4-Leucopelargonidin + NADP+ <=> Dihydrokaempferol + NADPH + H+
slr1706	Fisetinidol-4beta-ol + NADP+ <=> Fustin + NADPH + H+
slr1706	Luteoforol + NADP+ <=> Eriodictyol + NADPH + H+
slr1706	Leucocyanidin + NADP+ <=> Taxifolin + NADPH + H+
slr1706	5-Deoxyleucopelargonidin + NADP+ <=> Garbanzol + NADPH + H+
slr1706	Naringenin + NADPH + H+ <=> Apiforol + NADP+
slr1706	Leucodelphinidin + NADP+ <=> Dihydromyricetin + NADPH + H+
sll1033	Phosphoprotein + H2O <=> Protein + Orthophosphate
sll0828	Monocarboxylic acid amide + H2O <=> Carboxylate + NH3
sll0828	Acetamide + H2O <=> Acetate + NH3
sll0828	(Indol-3-yl)acetamide + H2O <=> Indole-3-acetate + NH3
sll0828	Benzamide + H2O <=> Benzoate + NH3
sll0828	Propenoate + NH3 <=> Acrylamide + H2O
sll0828	2-Phenylacetamide + H2O <=> Phenylacetic acid + NH3
sll0828	4-Guanidinobutanamide + H2O <=> 4-Guanidinobutanoate + NH3
sll0828	Amide + H2O <=> Carboxylate + NH3
sll0402	L-Cysteine + 2-Oxoglutarate <=> Mercaptopyruvate + DL-Glutamate
sll0402	3-Sulfino-L-alanine + 2-Oxoglutarate <=> 3-Sulfinylpyruvate +L-Glutamate
sll0402	L-Cysteate + 2-Oxoglutarate <=> 3-Sulfopyruvate + L-Glutamate
slr1299	UDP-glucose + H2O + 2 NAD+ <=> UDP-glucuronate + 2 NADH + 2 H+
sll1981	2-Acetolactate + CO2 <=> 2 Pyruvate
sll1981	(S)-2-Acetolactate + Thiamin diphosphate <=>2-(alpha-Hydroxyethyl)thiamine diphosphate + Pyruvate
sll1981	Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2
sll1981	(S)-2-Acetolactate + CO2 <=> 2 Pyruvate
sll1721	Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residueacetyltransferase] S-acetyldihydrolipoyllysine + CO2
sll1721	2-(alpha-Hydroxyethyl)thiamine diphosphate + EnzymeN6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residueacetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate
slr0242	ROOH + 2 Thiol-containing reductant <=> Alcohol + H2O + Oxidizedthiol-containing reductant
slr0242	Trypanothione + ROOH <=> Trypanothione disulfide + H2O + ROH
slr0242	Tryparedoxin + ROOH <=> Tryparedoxin disulfide + H2O + ROH
slr1136	Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O
