id	cog	clr
sll0092	COG5659L	#00FFFF
slr0118	COG0422H	#FFA4A4
slr0119	COG1295S	#C98767
slr0120	COG0565J	#0066FF
slr0121	COG2367V	#80B584
sll0290	COG0855P	#CC3333
ssl0546	COG0851D	#59955C
sll0289	COG2894D	#59955C
sll0288	COG0850D	#59955C
slr0298	COG1716T	#93BF96
slr0299	COG4845V	#80B584
slr0300	COG4636S	#C98767
slr0301	COG0574G	#FF5353
slr0302	COG2199T	#93BF96
slr0303	COG2226H	#FFA4A4
slr0304	COG0535R	#C27E3A
slr0305	COG0398S	#C98767
slr0306	COG0737F	#FF8E8E
sll0286	COG0456R	#C27E3A
sll0284	COG0433R	#C27E3A
sll0283	COG4026R	#C27E3A
slr0309	COG1032C	#991616
sll0282	-	#333333
sll0281	-	#333333
sll0280	-	#333333
slr0311	COG4585T	#93BF96
slr0312	COG2197TK	#C4ABFE
slr0313	COG1651O	#72FE95
slr0314	COG0596R	#C27E3A
slr0315	COG4221R	#C27E3A
slr0316	-	#333333
slr0317	COG0702MG	#D568FD
slr0318	COG0251J	#0066FF
slr0319	COG2602V	#80B584
ssl0511	-	#333333
slr0786	COG0024J	#0066FF
sll0800	COG5464S	#C98767
slr0787	COG1056H	#FFA4A4
slr0788	COG1488H	#FFA4A4
slr0789	COG3448T	#93BF96
slr0790	COG0389L	#00FFFF
sll0798	COG0642T	#93BF96
sll0797	COG0745TK	#C4ABFE
slr0793	COG0845M	#A6CAA9
slr0794	COG3696P	#CC3333
slr0795	COG4678G	#FF5353
slr0796	COG2814G	#FF5353
sll0794	COG2082H	#FFA4A4
slr0797	COG2217P	#CC3333
sll0793	COG1742S	#C98767
sll0792	COG0640K	#99CCFF
slr0798	COG2217P	#CC3333
sll0790	COG0642T	#93BF96
sll0789	COG0745TK	#C4ABFE
sll0788	COG3544S	#C98767
slr0799	COG3293L	#00FFFF
slr0800	COG3293L	#00FFFF
ssl1464	-	#333333
sll0787	COG2144R	#C27E3A
sll0786	-	#333333
sll0785	COG2516R	#C27E3A
sll0784	COG0388R	#C27E3A
sll0783	-	#333333
slr0801	COG2072P	#CC3333
sll0782	COG2197TK	#C4ABFE
sll0781	COG3558S	#C98767
sll0780	-	#333333
sll0779	COG3706T	#93BF96
sll0778	COG1131V	#80B584
sll0777	COG1876M	#A6CAA9
sll0776	COG0515RTKL	#FF79E1
sll0775	-	#333333
ssr1169	COG0401S	#C98767
slr0697	COG0146EQ	#FFA8FF
slr0698	COG2954S	#C98767
slr0699	-	#333333
slr0700	COG0531E	#FF7373
slr0701	COG0789K	#99CCFF
slr0702	-	#333333
sll0678	-	#333333
sll0677	COG3293L	#00FFFF
ssl1277	COG3328L	#00FFFF
sll0676	-	#333333
ssr1175	COG3415L	#00FFFF
slr0703	COG3293L	#00FFFF
smr0002	-	#333333
slr0704	COG3335L	#00FFFF
ssr1176	COG3335L	#00FFFF
sll0672	COG0474P	#CC3333
sll0671	COG0598P	#CC3333
sll0670	COG1376S	#C98767
sll0669	-	#333333
slr0707	COG0749L	#00FFFF
slr0708	-	#333333
sll0668	COG5659L	#00FFFF
sll0667	COG5659L	#00FFFF
sll0666	COG3293L	#00FFFF
sll0665	COG3293L	#00FFFF
sll0664	COG0322L	#00FFFF
slr0709	COG0251J	#0066FF
slr0710	COG0334E	#FF7373
slr0711	COG0780R	#C27E3A
slr0712	COG0392S	#C98767
sll0662	COG1141C	#991616
sll0661	-	#333333
ssl1263	-	#333333
sll0660	COG1995H	#FFA4A4
smr0003	-	#333333
slr0713	COG0343J	#0066FF
sll0659	COG0644C	#991616
sll0658	COG2405R	#C27E3A
ssl1255	COG2886S	#C98767
sll0657	COG0472M	#A6CAA9
slr0765	COG0668M	#A6CAA9
sll0745	COG0205G	#FF5353
sll0744	COG0167F	#FF8E8E
sll0743	-	#333333
sll0742	-	#333333
sll0741	COG0674C	#991616
sll0740	COG4636S	#C98767
sll0739	COG1118P	#CC3333
sll0738	COG0725P	#CC3333
sll0737	-	#333333
sll0048	COG2199T	#93BF96
sll0047	-	#333333
slr0022	COG0727R	#C27E3A
sll0045	COG0438M	#A6CAA9
slr0023	-	#333333
sll0044	COG0835NT	#EAA6EA
sll0043	COG0643NT	#EAA6EA
sll0042	COG0840NT	#EAA6EA
sll0041	COG0840NT	#EAA6EA
sll0040	COG0835NT	#EAA6EA
sll0039	COG0745TK	#C4ABFE
sll0038	COG3706T	#93BF96
slr0031	COG3975R	#C27E3A
slr0032	COG0115EH	#F0CBFE
slr0033	COG0721J	#0066FF
sll0037	COG2138S	#C98767
sll0036	COG1597IR	#BA21E0
slr0036	COG0436E	#FF7373
sll0034	COG1876M	#A6CAA9
sll0033	COG1233Q	#993366
sll0031	COG1142C	#991616
slr0038	-	#333333
slr0039	COG0857R	#C27E3A
sll0030	COG0583K	#99CCFF
slr0040	COG0715P	#CC3333
slr0041	COG0600P	#CC3333
slr0042	-	#333333
slr0043	COG1116P	#CC3333
slr0044	COG1116P	#CC3333
sll0027	COG1008C	#991616
sll0026	COG1009CP	#FF86E3
sll0518	-	#333333
sll0517	COG0724R	#C27E3A
slr0525	COG2227H	#FFA4A4
slr0526	COG0413H	#FFA4A4
slr0527	COG0603R	#C27E3A
slr0528	COG0769M	#A6CAA9
sll0514	COG1236J	#0066FF
slr0529	COG1653G	#FF5353
slr0530	COG1175G	#FF5353
slr0531	COG0395G	#FF5353
sll0513	COG1562I	#FF3333
slr0533	COG0642T	#93BF96
slr0534	COG0741M	#A6CAA9
slr0535	COG1404O	#72FE95
slr0536	COG0407H	#FFA4A4
sll0509	COG4360F	#FF8E8E
sll0508	-	#333333
slr0537	COG0524G	#FF5353
sll0507	COG0598P	#CC3333
sll0506	COG0020I	#FF3333
sll0505	COG1624S	#C98767
sll0504	COG0019E	#FF7373
sll0503	COG1100R	#C27E3A
sll0502	COG0018J	#0066FF
sll0501	COG0463M	#A6CAA9
slr0541	COG0518F	#FF8E8E
slr0542	COG0740OU	#E1CAF9
slr0543	COG0133E	#FF7373
sll0499	COG4995S	#C98767
slr0544	COG1136V	#80B584
sll0498	COG2314S	#C98767
sll0497	-	#333333
slr0545	COG0667C	#991616
sll0496	COG0795R	#C27E3A
sll0494	-	#333333
sll0493	COG0569P	#CC3333
sll0902	COG0078E	#FF7373
sll0901	COG0041F	#FF8E8E
slr0925	COG0629L	#00FFFF
slr0926	COG0382H	#FFA4A4
slr0927	-	#333333
slr0929	COG1192D	#59955C
slr0930	COG2607R	#C27E3A
ssr1558	COG2119S	#C98767
sll0900	COG0040E	#FF7373
sll0899	COG1207M	#A6CAA9
ssr1562	-	#333333
sll0898	COG1162R	#C27E3A
ssl1707	COG0425O	#72FE95
sll0897	COG0484O	#72FE95
sll0896	COG0817L	#00FFFF
sll0895	COG1218P	#CC3333
slr0546	COG0134E	#FF7373
sll0537	COG0004P	#CC3333
sll0536	COG0569P	#CC3333
sll0535	COG1219O	#72FE95
sll0534	COG0740OU	#E1CAF9
sll0533	COG0544O	#72FE95
slr0550	COG0329EM	#CB59E8
slr0551	COG0595R	#C27E3A
slr0552	-	#333333
slr0553	COG0237H	#FFA4A4
slr0554	COG1061KL	#DD88FD
sll0529	COG3957G	#FF5353
sll0528	COG1994R	#C27E3A
slr0556	COG0325R	#C27E3A
sll0525	COG3744S	#C98767
ssl1004	COG4118D	#59955C
sll0524	COG4398S	#C98767
slr0557	COG0525J	#0066FF
sll0522	COG0713C	#991616
sll0521	COG0839C	#991616
sll0520	COG1143C	#991616
sll0519	COG1005C	#991616
slr1418	COG0167F	#FF8E8E
slr1419	COG2166R	#C27E3A
slr1420	COG1070G	#FF5353
slr1421	-	#333333
sll1344	-	#333333
sll1343	COG0308E	#FF7373
sll1342	COG0057G	#FF5353
slr1423	COG0773M	#A6CAA9
slr1424	COG0812M	#A6CAA9
slr1425	-	#333333
sll1341	COG2193P	#CC3333
sll1340	-	#333333
slr1426	COG0353L	#00FFFF
sll1338	-	#333333
sll1336	COG1915S	#C98767
slr1428	COG3596R	#C27E3A
sll1334	COG2203T	#93BF96
slr1429	COG4279S	#C98767
sll1333	-	#333333
slr1431	-	#333333
sll1330	COG0745TK	#C4ABFE
sll1329	COG0483G	#FF5353
slr1451	-	#333333
sll1367	COG0664T	#93BF96
slr1452	COG1613P	#CC3333
ssr2439	COG1135P	#CC3333
slr1453	COG0555O	#72FE95
slr1454	COG4208P	#CC3333
slr1455	COG1118P	#CC3333
slr1456	COG2165NU	#FF97E8
slr1457	COG2059P	#CC3333
slr1459	-	#333333
sll1366	COG0553KL	#DD88FD
slr1461	COG0705R	#C27E3A
sll1365	COG2208TK	#C4ABFE
slr1462	COG1100R	#C27E3A
slr1463	COG0480J	#0066FF
slr1464	COG0731C	#991616
ssl2667	COG0694O	#72FE95
sll1363	COG0059EH	#F0CBFE
slr0651	COG0294H	#FFA4A4
slr0652	COG0106E	#FF7373
sll0631	COG0029H	#FFA4A4
sll0630	-	#333333
sll0629	-	#333333
slr0653	COG0568K	#99CCFF
slr0654	-	#333333
slr0655	COG2343S	#C98767
slr0656	COG3146S	#C98767
slr0657	COG0527E	#FF7373
slr0658	COG4916S	#C98767
slr0659	COG0339E	#FF7373
slr0661	COG0345E	#FF7373
sll0626	-	#333333
sll0625	-	#333333
sll0624	-	#333333
slr0662	COG1166E	#FF7373
sll0623	-	#333333
sll0622	COG0379H	#FFA4A4
sll0621	COG0785O	#72FE95
ssr1114	-	#333333
slr0664	COG2026JD	#CB59E8
slr0665	COG1049C	#991616
slr0666	-	#333333
slr0667	-	#333333
slr0668	-	#333333
sll1499	COG0069E	#FF7373
slr1556	COG1052CHR	#D881ED
slr1557	-	#333333
sll1496	COG1208MJ	#DD75DD
sll1495	COG0579R	#C27E3A
slr1559	COG0169E	#FF7373
slr1560	COG3705E	#FF7373
slr1562	COG0695O	#72FE95
slr1563	COG3001G	#FF5353
slr1564	COG1191K	#99CCFF
slr1565	COG0316S	#C98767
slr1566	COG0463M	#A6CAA9
sll1491	COG2319R	#C27E3A
slr1567	COG0419L	#00FFFF
slr1568	-	#333333
sll1489	COG1691R	#C27E3A
sll1488	COG0739M	#A6CAA9
slr1570	COG2013S	#C98767
slr1571	COG2013S	#C98767
slr1572	COG2013S	#C98767
slr1573	COG1496S	#C98767
ssl2874	COG2052S	#C98767
slr1575	COG3264M	#A6CAA9
slr1576	-	#333333
slr1577	COG1386K	#99CCFF
slr1579	-	#333333
sll1486	COG4244S	#C98767
sll1485	COG4244S	#C98767
sll1484	COG1252C	#991616
sll1483	COG2335M	#A6CAA9
sll1482	COG0577V	#80B584
sll1481	COG1566V	#80B584
sll1479	COG0363G	#FF5353
sll1477	COG4449R	#C27E3A
sll1476	-	#333333
slr1583	-	#333333
sll1475	COG0642T	#93BF96
sll1474	COG3385L	#00FFFF
sll1473	COG2203T	#93BF96
sll1472	-	#333333
sll1471	-	#333333
slr1584	COG0745TK	#C4ABFE
slr1585	COG3415L	#00FFFF
slr1586	COG3335L	#00FFFF
sll1470	COG0065E	#FF7373
slr1588	COG2200T	#93BF96
slr0746	-	#333333
slr0747	COG3839G	#FF5353
sll0736	COG1649S	#C98767
sll0735	COG1543S	#C98767
slr0748	-	#333333
slr0749	COG1348P	#CC3333
slr0750	COG2710C	#991616
sll0733	-	#333333
slr0751	COG5010U	#4BFE78
slr0752	COG0148G	#FF5353
sll0732	-	#333333
slr0753	COG1055P	#CC3333
ssl1378	-	#333333
sll0729	COG0338L	#00FFFF
sll0728	COG0825I	#FF3333
ssr1256	-	#333333
slr0755	COG1432S	#C98767
ssr1258	COG1598S	#C98767
sll0727	COG5305S	#C98767
sll0726	COG0033G	#FF5353
slr0756	-	#333333
slr0757	-	#333333
slr0758	COG0467T	#93BF96
sll0723	-	#333333
sll0722	-	#333333
sll0721	COG2931Q	#993366
sll0720	COG2994O	#72FE95
sll1552	COG3393R	#C27E3A
slr1651	COG2274V	#80B584
slr1652	COG0170I	#FF3333
slr1653	COG1473R	#C27E3A
sll1550	-	#333333
sll1549	COG0406G	#FF5353
slr1655	-	#333333
smr0004	-	#333333
slr1656	COG0707M	#A6CAA9
slr1657	COG3706T	#93BF96
slr1658	COG5381S	#C98767
slr1659	COG5439S	#C98767
slr1660	-	#333333
sll1547	COG0816L	#00FFFF
sll1546	COG0248FP	#FE67EB
slr1661	COG2831U	#4BFE78
sll1545	COG0625O	#72FE95
slr1664	COG0569P	#CC3333
slr1665	COG0253E	#FF7373
slr1666	COG0399M	#A6CAA9
ssr2781	-	#333333
sll1544	COG2197TK	#C4ABFE
sll1543	-	#333333
slr1667	-	#333333
slr1668	COG3121NU	#FF97E8
ssr2786	-	#333333
sll1542	COG5464S	#C98767
sll0451	COG2153R	#C27E3A
sll0450	COG3256P	#CC3333
slr0449	COG0664T	#93BF96
sll0449	-	#333333
sll0448	-	#333333
sll0447	-	#333333
sll0446	-	#333333
sll0445	-	#333333
sll0444	-	#333333
sll0443	-	#333333
slr0451	COG4581L	#00FFFF
sll0442	-	#333333
sll0441	COG0322L	#00FFFF
slr0452	COG0129EG	#FE67EB
slr0453	COG3957G	#FF5353
ssl0832	-	#333333
sll0436	-	#333333
slr0454	COG0841V	#80B584
slr0455	COG3937S	#C98767
slr0456	-	#333333
slr0457	COG0130J	#0066FF
slr0458	COG0546R	#C27E3A
slr0460	COG5659L	#00FFFF
sll0431	COG3335L	#00FFFF
ssr0817	COG5659L	#00FFFF
slr0462	COG5659L	#00FFFF
sll0430	COG0326O	#72FE95
slr1176	COG0448G	#FF5353
slr1177	COG3689S	#C98767
slr1178	COG3103T	#93BF96
slr1179	COG2377O	#72FE95
sll1110	COG0216J	#0066FF
sll1109	-	#333333
sll1108	COG0496R	#C27E3A
slr1181	-	#333333
slr1182	COG2020O	#72FE95
slr1183	COG2227H	#FFA4A4
slr1184	COG0607P	#CC3333
slr1185	COG0723C	#991616
slr1186	COG3556S	#C98767
slr1187	-	#333333
slr1188	COG1842KT	#B445FE
slr1189	COG2040E	#FF7373
sll1107	COG1277R	#C27E3A
sll1106	COG4803S	#C98767
slr1192	COG1064R	#C27E3A
slr0585	COG0137E	#FF7373
slr0586	COG0546R	#C27E3A
slr0587	-	#333333
sll0578	COG0026F	#FF8E8E
sll0577	COG1357S	#C98767
slr0588	-	#333333
slr0589	-	#333333
slr0590	-	#333333
sll0576	COG0451MG	#D568FD
sll0575	COG1134GM	#D54FD5
sll0574	COG1682GM	#D54FD5
slr0591	COG0208F	#FF8E8E
sll0573	COG0549E	#FF7373
sll0572	COG2403R	#C27E3A
slr0592	COG1649S	#C98767
slr0593	COG0664T	#93BF96
sll0569	COG0468L	#00FFFF
slr0594	COG0577V	#80B584
sll0567	COG0735P	#CC3333
slr0596	COG1402R	#C27E3A
slr0597	COG0138F	#FF8E8E
sll0565	-	#333333
sll0564	COG2226H	#FFA4A4
slr0598	-	#333333
slr0599	COG0515RTKL	#FF79E1
slr0600	COG0492O	#72FE95
slr0601	-	#333333
slr0602	-	#333333
sll0563	-	#333333
slr0603	COG0587L	#00FFFF
slr0604	COG0481M	#A6CAA9
slr0605	COG0435O	#72FE95
slr0606	COG0859M	#A6CAA9
slr0607	COG0664T	#93BF96
slr0608	COG0139E	#FF7373
slr0609	COG0523R	#C27E3A
slr0610	COG3694R	#C27E3A
slr0743a	COG2740K	#99CCFF
sll0063a	-	#333333
sll1994a	-	#333333
sll1749a	-	#333333
sll1498	COG0505EF	#DD75DD
sll0495	COG0017J	#0066FF
sll0555	COG0024J	#0066FF
slr0917	COG0156H	#FFA4A4
sll0370	COG0458EF	#DD75DD
sll0017	COG0001H	#FFA4A4
slr0181	COG1381L	#00FFFF
sll0144	COG0528F	#FF8E8E
slr1622	COG0221C	#991616
sll1244	COG0359J	#0066FF
slr0819	COG0815M	#A6CAA9
slr1330	COG0355C	#991616
sll1425	COG0442J	#0066FF
slr1808	COG0373H	#FFA4A4
slr1884	COG0180J	#0066FF
slr1882	COG0196H	#FFA4A4
slr1368	COG2242H	#FFA4A4
sll1144	COG0275M	#A6CAA9
sll1300	COG0220R	#C27E3A
sll0927	COG0192H	#FFA4A4
slr1779	COG0854H	#FFA4A4
sll1932	COG0443O	#72FE95
slr1124	COG0406G	#FF5353
slr1101	COG0589T	#93BF96
slr2051	-	#333333
slr1146	-	#333333
sll1823	COG0104F	#FF8E8E
ssl3441	COG0361J	#0066FF
sll1894	COG0807H	#FFA4A4
sll1091	COG0644C	#991616
slr0947	COG0745TK	#C4ABFE
ssr1600	COG1366T	#93BF96
slr0394	COG0126G	#FF5353
ssl0707	COG0347E	#FF7373
sll0755	COG0450O	#72FE95
slr0549	COG0136E	#FF7373
slr0459	-	#333333
slr1000	-	#333333
slr1001	-	#333333
slr1002	-	#333333
slr1003	-	#333333
slr1004	-	#333333
slr1005	-	#333333
slr1006	-	#333333
